fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,11.8,17.4,14.9,13.1,75.6,48.7,48.1,49.3,3.7,3.5,1.5,1.5,1021.1,323,20
3,10.0,16.5,14.3,12.5,81.9,50.9,51.4,51.5,1.5,1.7,0.7,0.7,1022.0,323,23
6,8.0,15.3,13.7,12.0,88.3,55.6,53.0,53.1,1.3,0.9,0.8,0.8,1021.9,324,2
9,6.8,13.6,13.3,11.7,92.0,62.2,53.9,52.7,1.7,2.7,0.7,0.7,1022.0,324,5
12,8.8,12.6,13.0,11.6,87.1,65.1,54.0,51.7,3.6,5.0,1.3,1.3,1023.8,324,8
15,16.9,14.4,13.5,12.2,60.4,64.6,49.6,48.0,2.4,2.9,3.6,3.6,1023.7,324,11
18,19.9,18.0,14.0,12.6,47.2,48.8,55.4,48.1,3.2,3.4,3.6,3.6,1021.3,324,14
21,15.0,18.0,14.3,13.1,67.2,48.0,51.2,44.3,3.8,5.3,4.6,4.6,1020.9,324,17
24,11.8,17.0,14.5,13.6,76.1,48.5,42.6,34.0,4.9,7.3,5.3,5.3,1021.4,324,20
27,10.1,15.6,15.0,14.2,79.7,50.4,35.0,27.5,4.8,7.1,6.2,6.2,1021.1,324,23
30,8.6,14.3,15.6,14.9,85.1,55.6,34.8,26.7,4.3,5.9,6.2,6.2,1020.2,325,2
33,7.3,13.3,15.9,15.3,90.1,60.0,35.4,26.8,4.1,5.1,5.8,5.8,1019.3,325,5
36,9.2,12.8,16.0,15.5,83.3,61.9,33.0,25.3,4.6,5.6,3.7,3.7,1020.1,325,8
39,17.8,15.7,16.5,15.9,57.0,59.9,29.2,22.8,3.3,3.5,3.4,3.4,1019.1,325,11
42,21.2,19.8,16.4,16.1,44.7,45.0,38.0,22.2,3.8,4.0,4.6,4.6,1016.1,325,14
