fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.1,12.8,14.9,13.7,56.2,41.8,17.0,13.5,3.8,8.5,11.9,11.9,1013.9,14,20
3,7.5,12.2,14.9,13.7,58.1,38.8,13.3,10.1,3.5,7.7,7.5,7.5,1015.2,14,23
6,5.5,11.6,14.4,13.1,62.8,37.3,16.7,16.4,2.7,5.8,5.1,5.1,1015.1,15,2
9,4.1,10.0,12.5,11.1,68.2,41.8,30.4,33.4,2.1,4.9,10.0,10.0,1016.2,15,5
12,5.1,7.5,9.6,9.6,69.3,56.3,46.7,39.6,3.6,8.1,8.9,8.9,1017.8,15,8
15,10.7,8.7,7.7,8.3,55.2,59.1,50.4,41.4,4.0,5.5,7.3,7.3,1019.6,15,11
18,13.1,11.4,7.2,6.2,46.1,47.9,59.7,53.5,3.7,4.9,5.8,5.8,1018.4,15,14
21,10.6,11.0,7.2,5.3,51.3,45.4,52.6,54.4,3.6,7.2,8.9,8.9,1019.9,15,17
24,6.5,7.6,5.3,4.1,55.8,48.1,46.9,41.9,4.1,9.8,13.0,13.0,1023.0,15,20
27,3.9,3.9,3.5,3.0,62.2,59.0,38.3,30.1,5.1,11.3,15.3,15.3,1025.8,15,23
30,1.8,1.3,1.6,1.9,72.2,71.4,36.0,23.6,4.0,9.4,13.8,13.8,1027.5,16,2
33,-0.0,-0.8,-0.4,0.2,76.4,75.2,46.0,29.7,3.1,8.1,11.8,11.8,1029.1,16,5
36,-0.7,-2.5,-1.6,-0.9,75.7,81.5,47.0,25.8,3.3,7.6,9.9,9.9,1031.3,16,8
39,2.9,-0.5,-3.2,-1.4,59.2,69.8,62.2,24.0,3.3,4.8,7.4,7.4,1032.5,16,11
42,5.1,2.2,-1.9,-2.0,47.5,53.2,66.9,36.6,3.8,5.2,5.9,5.9,1030.5,16,14
