fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.7,1.4,-1.4,-2.6,86.5,87.8,93.4,94.1,1.4,4.1,6.0,6.0,1029.6,39,20
3,2.1,1.6,-1.0,-2.3,91.4,87.2,90.5,92.9,0.9,3.1,7.0,7.0,1029.0,39,23
6,2.0,1.6,-0.8,-2.1,92.5,86.7,90.7,95.0,1.1,3.0,6.2,6.2,1028.1,40,2
9,2.1,1.3,-1.0,-2.1,90.5,87.5,93.1,96.7,1.4,4.0,6.5,6.5,1027.0,40,5
12,2.0,0.7,-0.9,-1.9,92.2,92.1,95.3,97.4,1.9,4.0,6.0,6.0,1027.6,40,8
15,2.2,0.5,-1.1,-1.9,95.3,99.2,97.9,98.9,1.7,2.6,5.9,5.9,1027.8,40,11
18,3.5,1.6,-1.3,-2.1,87.7,94.2,99.0,99.0,2.4,3.1,3.5,3.5,1025.4,40,14
21,3.8,2.2,-1.0,-2.1,84.1,89.7,98.9,98.8,2.3,3.0,2.3,2.3,1024.9,40,17
24,2.9,1.9,-1.0,-2.2,91.8,90.7,98.0,98.2,1.0,2.5,1.9,1.9,1025.9,40,20
27,2.2,1.9,-1.0,-2.0,94.3,90.4,95.5,95.0,1.4,2.7,0.9,0.9,1026.3,40,23
30,1.2,1.9,-0.5,-1.7,96.7,89.8,87.9,90.8,1.8,2.3,2.5,2.5,1026.1,41,2
33,0.4,2.0,-0.2,-1.9,98.0,87.6,83.1,88.5,1.5,1.9,2.5,2.5,1025.4,41,5
36,0.8,1.9,-0.4,-2.0,97.6,87.3,82.4,87.0,0.6,1.8,1.3,1.3,1026.6,41,8
39,6.2,3.4,-0.3,-1.9,69.7,77.8,89.1,89.6,2.1,2.3,1.5,1.5,1026.5,41,11
42,8.0,5.6,1.5,-0.5,60.2,64.5,80.1,89.6,2.1,3.0,3.0,3.0,1023.8,41,14
