fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.4,16.0,13.2,11.6,86.3,84.0,90.2,93.7,3.8,7.3,11.5,11.5,1025.7
3,16.1,15.4,12.5,11.3,87.0,86.8,94.2,93.2,4.3,9.2,13.4,13.4,1026.0
6,15.3,14.5,12.0,11.0,90.2,90.3,88.7,88.7,5.0,9.4,12.5,12.5,1025.5
9,14.5,13.6,11.3,10.7,90.7,91.5,83.6,78.8,5.1,9.2,11.8,11.8,1025.5
12,14.9,13.2,10.7,10.1,84.0,88.0,80.9,68.4,4.9,8.7,12.3,12.3,1027.1
15,17.5,15.0,10.9,9.6,65.2,72.5,85.7,73.9,4.4,7.4,11.9,11.9,1027.4
18,19.6,17.5,13.2,11.0,50.7,54.0,66.9,74.7,5.3,7.5,8.7,8.7,1024.7
21,18.5,18.2,14.2,12.2,54.7,50.6,59.4,65.8,1.8,5.9,8.1,8.1,1024.3
24,16.8,17.0,13.9,11.9,61.2,55.9,61.8,67.9,4.6,9.1,11.3,11.3,1025.1
27,15.7,15.1,12.6,11.1,61.8,60.7,64.4,68.3,4.8,9.9,10.7,10.7,1025.6
30,14.1,13.1,11.4,11.0,70.7,73.2,55.2,43.6,4.2,8.6,9.5,9.5,1025.6
33,12.9,11.9,10.1,10.3,80.2,82.2,64.9,31.8,4.0,7.5,9.4,9.4,1026.0
36,13.5,11.5,9.7,9.6,78.8,84.5,73.4,39.4,3.9,7.6,8.4,8.4,1027.4
39,17.5,14.4,10.1,8.8,58.6,66.7,81.1,63.6,3.2,4.6,5.4,5.4,1026.8
42,19.4,16.8,12.5,10.3,49.2,53.5,66.7,73.4,3.0,3.8,4.5,4.5,1023.4
