fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.5,11.1,8.0,7.2,91.2,92.5,96.1,95.4,6.1,9.1,13.1,13.1,1025.3
3,12.3,10.9,7.9,7.2,90.3,91.7,94.7,92.4,5.1,7.8,10.8,10.8,1025.4
6,12.0,10.7,8.2,7.6,90.0,90.7,88.4,89.0,4.8,7.7,11.1,11.1,1024.0
9,11.9,10.5,8.3,7.8,90.4,92.1,92.1,90.4,5.4,7.5,10.9,10.9,1023.9
12,11.9,10.5,8.3,7.6,92.0,93.9,95.0,96.1,5.9,7.7,11.4,11.4,1025.0
15,12.8,11.2,8.9,8.3,90.7,92.9,94.9,94.4,4.3,5.5,9.4,9.4,1024.8
18,13.2,11.8,9.2,8.5,91.6,93.2,96.0,95.2,5.9,6.9,7.7,7.7,1022.8
21,13.1,11.9,9.5,8.8,93.6,94.1,93.2,93.2,5.8,7.0,7.9,7.9,1023.5
24,12.9,11.7,9.6,9.1,93.2,92.6,88.3,88.0,4.1,5.9,8.6,8.6,1024.6
27,12.7,11.5,9.3,8.6,93.3,92.1,88.4,89.5,4.6,6.1,8.0,8.0,1025.1
30,12.4,11.2,9.2,8.5,92.9,92.3,84.6,85.8,4.8,6.6,8.0,8.0,1024.9
33,12.1,11.1,9.7,8.9,93.0,92.6,78.5,78.1,4.1,5.7,6.9,6.9,1024.6
36,13.0,11.3,10.0,8.9,88.3,89.8,77.7,75.6,3.0,5.2,7.5,7.5,1025.7
39,16.1,13.8,10.0,8.9,68.9,74.8,83.1,78.9,2.1,3.0,6.7,6.7,1024.9
42,16.9,15.2,11.0,9.1,63.4,66.4,81.6,87.9,2.3,3.3,4.1,4.1,1022.8
