fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,19.9,20.7,17.8,16.4,88.0,80.8,86.8,88.9,1.5,2.5,2.4,2.4,1015.5,308,20
3,18.5,19.4,17.6,16.4,94.7,89.2,89.8,88.6,1.8,4.5,3.7,3.7,1015.4,308,23
6,18.0,18.5,18.1,17.5,97.2,96.1,86.0,76.7,2.0,4.0,4.1,4.1,1013.8,309,2
9,18.1,18.1,19.0,18.4,99.0,99.4,77.9,73.1,3.8,4.7,7.8,7.8,1012.0,309,5
12,19.0,18.5,20.2,19.1,96.8,98.7,72.0,73.6,5.9,5.7,10.6,10.6,1011.4,309,8
15,21.6,20.8,19.2,18.4,86.0,88.1,79.3,79.4,3.2,2.7,10.6,10.6,1010.9,309,11
18,22.0,21.8,18.8,17.6,85.2,84.1,86.6,88.8,4.3,4.5,11.1,11.1,1008.5,309,14
21,19.2,18.9,15.5,14.7,90.2,89.8,95.7,93.1,8.1,9.3,16.8,16.8,1010.3,309,17
24,16.3,15.7,11.8,11.1,81.8,82.8,94.3,89.5,8.1,10.6,16.3,16.3,1014.7,309,20
27,15.3,14.7,11.8,11.2,74.8,75.6,78.9,70.2,6.9,10.2,16.8,16.8,1017.6,309,23
30,14.1,13.6,10.5,9.3,70.7,70.0,65.4,54.0,7.0,10.9,17.3,17.3,1019.1,310,2
33,11.7,11.4,8.1,6.6,33.1,30.5,32.7,39.6,7.1,10.9,15.9,15.9,1020.8,310,5
36,10.8,9.4,6.6,5.5,33.4,26.5,22.5,21.6,4.7,8.4,12.4,12.4,1023.7,310,8
39,14.1,11.3,7.0,5.1,25.0,23.5,27.9,25.1,4.9,6.3,7.5,7.5,1024.1,310,11
42,15.8,13.6,9.3,7.1,24.7,22.8,27.8,30.3,4.2,5.7,6.6,6.6,1021.6,310,14
