fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.5,5.8,2.2,0.7,82.8,75.5,89.1,86.5,1.8,4.6,2.2,2.2,1023.7
3,3.5,5.0,2.1,1.5,91.3,78.2,85.3,74.4,1.7,4.6,1.7,1.7,1024.4
6,2.1,3.9,2.1,2.4,94.7,82.7,84.2,64.2,1.9,5.9,2.2,2.2,1024.2
9,1.4,2.5,2.4,3.3,95.6,87.6,74.9,57.4,2.4,7.0,4.3,4.3,1023.4
12,1.6,1.1,2.4,3.2,93.0,93.1,67.7,56.5,3.2,7.2,6.4,6.4,1024.7
15,6.6,3.9,3.0,4.2,69.7,79.2,64.4,50.4,3.2,4.5,7.1,7.1,1025.0
18,10.3,8.0,4.1,4.3,55.9,60.4,71.5,46.8,2.1,3.5,5.6,5.6,1022.2
21,9.5,9.0,5.1,3.4,62.7,60.9,74.6,82.1,3.9,7.6,9.6,9.6,1021.8
24,7.7,7.6,5.5,4.5,77.4,76.4,85.0,86.8,4.7,9.7,13.5,13.5,1022.0
27,6.9,7.2,5.9,5.3,85.3,82.5,84.8,82.6,4.6,9.5,15.0,15.0,1022.4
30,6.8,6.6,5.7,5.6,88.3,88.6,87.0,78.4,3.4,8.1,11.4,11.4,1022.4
33,6.9,6.3,5.7,5.8,91.9,94.1,89.7,77.8,2.5,6.0,7.9,7.9,1022.3
36,7.2,6.3,5.6,5.7,94.7,97.7,92.6,80.7,2.4,5.5,7.5,7.5,1023.1
39,9.3,7.5,5.4,5.5,86.6,94.9,96.3,86.3,1.2,1.7,3.6,3.6,1023.6
42,9.9,8.5,5.4,5.2,84.0,90.1,98.7,90.8,1.8,2.1,1.4,1.4,1021.4
