fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.2,8.5,7.1,7.1,88.3,80.1,79.3,78.9,2.2,5.0,2.6,2.6,1021.1
3,7.4,7.7,6.7,6.7,93.8,86.1,82.7,81.6,1.4,4.1,2.8,2.8,1021.0
6,7.2,7.4,6.5,6.2,95.0,89.6,86.6,85.1,2.2,4.7,3.9,3.9,1020.1
9,7.1,6.9,6.0,5.3,96.0,93.8,91.1,91.9,2.7,5.4,4.4,4.4,1020.0
12,7.1,6.7,5.9,5.3,96.2,95.0,90.8,90.6,1.9,4.2,4.6,4.6,1021.1
15,8.0,6.8,5.9,5.2,94.3,97.0,94.4,92.8,2.1,3.0,4.5,4.5,1021.3
18,8.8,7.7,5.3,4.9,90.2,93.7,97.5,98.2,2.7,4.2,3.8,3.8,1018.9
21,8.3,7.5,5.1,4.6,94.3,95.4,97.1,96.8,3.1,5.7,6.1,6.1,1019.0
24,7.6,6.9,4.8,4.5,95.7,97.2,96.6,93.0,2.4,5.5,7.9,7.9,1020.0
27,7.0,6.3,4.0,3.9,96.5,98.1,99.2,95.0,2.6,5.1,7.1,7.1,1019.9
30,6.3,5.4,3.5,3.2,96.5,98.2,98.4,98.1,3.4,6.1,5.3,5.3,1019.7
33,5.3,4.4,3.4,2.8,95.7,97.2,93.5,97.5,3.6,6.3,5.9,5.9,1019.0
36,4.9,3.8,3.0,2.0,95.0,96.3,89.8,96.5,2.8,5.4,7.7,7.7,1021.1
39,6.2,4.4,2.3,1.5,85.5,92.6,91.3,94.1,2.3,3.3,5.9,5.9,1022.5
42,8.4,6.4,2.6,1.4,72.6,79.1,96.2,96.5,1.0,1.4,2.0,2.0,1020.8
