fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-3.7,-4.0,-7.0,-7.4,40.7,30.3,29.9,23.3,0.8,0.4,2.1,2.1,1042.8,356,20
3,-3.2,-4.1,-6.4,-6.4,44.0,30.5,25.6,18.8,1.4,1.5,1.5,1.5,1042.1,356,23
6,-3.2,-4.1,-5.5,-5.6,44.8,31.8,20.6,16.7,2.4,2.8,2.5,2.5,1040.6,357,2
9,-3.9,-4.1,-4.4,-4.0,47.5,33.2,17.4,13.7,3.6,4.7,2.1,2.1,1038.2,357,5
12,-3.4,-4.2,-4.6,-4.5,46.5,34.9,18.9,15.6,1.0,2.2,2.8,2.8,1039.4,357,8
15,1.5,-2.4,-3.5,-2.9,26.8,34.0,16.7,13.3,3.1,3.3,0.3,0.3,1038.9,357,11
18,3.7,0.5,-2.8,-2.1,24.8,26.9,23.0,17.1,2.3,2.1,1.0,1.0,1036.3,357,14
21,0.3,1.0,-1.5,-1.3,42.2,27.6,20.9,19.0,1.4,0.5,2.2,2.2,1036.6,357,17
24,-2.1,0.9,-0.9,-1.1,51.9,26.6,20.1,17.6,1.3,0.9,3.2,3.2,1037.1,357,20
27,-2.3,1.1,-1.1,-2.2,52.4,25.6,26.0,27.5,1.4,2.3,6.4,6.4,1037.5,357,23
30,-3.5,1.4,-1.3,-2.7,56.8,26.9,36.3,36.6,2.2,5.3,8.4,8.4,1037.1,358,2
33,-3.2,1.3,-1.1,-2.8,58.0,36.7,32.9,32.8,3.4,9.1,8.2,8.2,1036.7,358,5
36,-2.6,-0.2,-1.9,-3.3,62.5,39.2,30.9,29.7,4.6,9.0,10.8,10.8,1038.6,358,8
39,3.3,-0.4,-2.4,-3.4,35.4,40.9,28.9,28.6,3.4,6.0,10.2,10.2,1038.6,358,11
42,5.3,2.2,-1.8,-3.6,29.7,30.8,37.3,35.1,4.4,6.3,8.4,8.4,1035.7,358,14
