fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.8,10.2,7.7,6.6,60.4,39.3,41.1,39.1,2.7,7.2,6.1,6.1,1027.5,49,20
3,5.7,10.2,8.9,7.6,65.8,39.3,38.7,39.7,2.6,7.8,7.6,7.6,1026.9,49,23
6,4.3,10.4,9.7,8.2,73.7,39.9,37.1,35.7,2.4,7.1,6.5,6.5,1025.1,50,2
9,3.8,10.5,10.2,8.8,77.7,41.0,31.6,30.0,2.4,5.8,6.9,6.9,1023.3,50,5
12,6.8,10.6,10.8,9.4,66.4,40.2,30.5,33.1,3.1,6.6,8.1,8.1,1023.2,50,8
15,16.1,13.6,11.8,10.5,39.5,40.3,30.6,33.3,3.1,5.0,9.2,9.2,1022.4,50,11
18,19.9,18.0,13.7,11.9,33.4,32.6,39.5,40.4,4.1,6.0,7.0,7.0,1018.6,50,14
21,18.3,18.6,15.0,13.1,43.7,37.8,40.7,43.3,2.4,6.2,9.2,9.2,1016.9,50,17
24,13.5,15.6,14.6,12.9,56.8,47.9,43.5,44.0,3.6,8.9,13.0,13.0,1017.8,50,20
27,11.5,13.6,14.5,13.2,67.2,56.9,43.0,40.0,3.5,8.7,15.0,15.0,1018.2,50,23
30,10.3,12.7,15.0,14.0,72.0,59.9,34.4,29.0,3.3,8.3,14.2,14.2,1017.2,51,2
33,9.3,12.0,15.1,14.3,72.9,59.2,30.4,26.7,2.4,6.6,15.1,15.1,1016.2,51,5
36,11.2,12.3,15.1,14.3,65.6,55.5,33.1,29.2,2.9,6.0,15.5,15.5,1017.5,51,8
39,19.4,17.5,15.4,14.6,43.3,44.3,35.8,28.4,3.1,4.8,12.0,12.0,1016.9,51,11
42,22.9,21.6,17.3,15.4,31.3,30.8,36.5,37.0,4.4,6.2,7.7,7.7,1013.9,51,14
