fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,18.5,19.4,17.5,16.2,79.8,74.0,75.8,77.3,3.7,7.6,10.8,10.8,1016.1
3,17.6,18.1,18.4,17.5,85.0,81.2,71.7,71.6,3.8,7.2,9.7,9.7,1015.9
6,16.3,17.1,18.8,18.2,92.3,87.8,70.0,69.9,2.7,5.3,6.9,6.9,1014.7
9,15.3,16.4,18.7,18.2,96.3,92.0,71.4,71.2,1.6,4.1,4.0,4.0,1014.3
12,16.5,16.0,18.7,18.1,92.5,94.0,71.1,71.5,1.6,3.2,1.6,1.6,1015.5
15,22.4,20.5,19.1,18.3,70.4,75.8,70.3,71.0,1.0,0.9,2.1,2.1,1015.7
18,25.0,23.6,19.6,18.4,61.6,63.9,74.5,72.8,0.7,0.6,1.1,1.1,1013.3
21,22.4,23.5,20.0,18.4,74.3,64.8,74.0,75.7,0.3,1.1,2.3,2.3,1013.4
24,19.6,21.5,19.5,17.9,85.3,73.7,77.0,81.5,4.3,4.4,3.9,3.9,1014.4
27,18.4,19.4,18.9,17.4,89.7,83.1,80.2,85.5,5.2,6.4,4.5,4.5,1015.2
30,17.5,18.0,18.4,17.1,92.1,88.4,83.0,88.1,3.9,5.2,4.1,4.1,1015.0
33,17.0,17.2,17.9,16.7,94.1,92.3,85.2,90.0,4.4,4.7,4.1,4.1,1015.0
36,18.0,17.0,17.6,16.5,89.9,93.2,87.1,89.4,2.5,3.6,4.9,4.9,1016.3
39,22.1,20.2,17.3,16.6,74.2,80.2,89.8,88.4,1.2,1.5,4.8,4.8,1015.6
42,23.8,22.6,18.4,16.4,67.3,70.0,85.0,92.7,1.7,1.9,2.7,2.7,1013.2
