fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.3,16.3,13.0,11.1,71.1,65.6,72.0,76.4,1.9,5.2,8.8,8.8,1026.0,301,20
3,15.7,15.5,12.6,10.7,70.5,65.6,69.8,74.9,3.4,7.9,9.2,9.2,1026.2,301,23
6,14.7,13.9,11.7,10.5,69.2,68.9,61.9,59.7,3.3,7.9,9.3,9.3,1025.6,302,2
9,13.0,12.4,10.6,10.2,78.5,78.8,55.3,45.5,4.1,7.7,9.2,9.2,1025.6,302,5
12,13.8,11.8,9.3,9.2,78.5,84.6,76.8,46.2,3.5,7.0,9.7,9.7,1026.9,302,8
15,17.7,14.6,10.2,8.3,57.9,65.5,82.0,82.6,3.2,4.7,5.6,5.6,1026.4,302,11
18,19.3,16.8,12.4,10.2,51.0,55.4,69.4,77.8,3.3,4.0,4.6,4.6,1023.4,302,14
21,17.5,16.9,12.8,10.6,57.2,54.9,67.2,75.0,3.4,5.0,5.6,5.6,1022.9,302,17
24,14.3,15.5,12.3,10.3,69.8,59.5,67.8,75.2,4.5,7.7,7.4,7.4,1023.8,302,20
27,12.8,14.3,12.0,10.1,76.9,65.3,70.5,76.9,4.0,7.6,7.7,7.7,1023.8,302,23
30,11.7,12.7,11.4,9.9,84.8,76.7,75.7,79.3,3.6,7.0,6.5,6.5,1023.4,303,2
33,10.9,11.9,11.1,9.9,91.0,82.4,76.0,78.2,2.7,5.0,4.3,4.3,1023.2,303,5
36,12.8,11.8,11.3,10.2,83.5,83.3,71.7,71.0,3.2,6.4,4.4,4.4,1024.1,303,8
39,16.6,14.2,11.2,10.3,67.4,74.8,76.3,69.5,2.7,3.2,3.6,3.6,1024.0,303,11
42,18.9,16.7,12.7,11.1,58.0,62.7,75.0,77.2,2.2,2.5,3.2,3.2,1021.1,303,14
