fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.3,18.0,15.6,14.2,72.3,66.6,67.8,67.5,3.8,8.9,12.6,12.6,1019.0
3,16.4,16.9,15.3,14.3,77.0,72.2,67.8,63.5,3.7,8.5,14.6,14.6,1018.4
6,15.4,15.7,14.4,14.2,83.0,79.8,75.0,62.7,3.3,7.8,14.2,14.2,1018.2
9,14.5,14.6,14.1,14.3,90.5,88.6,76.1,63.5,2.9,6.8,12.5,12.5,1017.7
12,15.5,14.5,14.1,14.3,88.9,91.9,80.6,70.7,5.0,8.4,12.1,12.1,1018.2
15,20.0,17.9,14.1,13.8,68.8,75.0,86.7,82.0,4.2,5.3,7.6,7.6,1018.7
18,22.4,20.9,16.5,14.9,60.2,63.1,78.0,79.7,3.4,5.0,6.3,6.3,1015.8
21,20.6,21.0,17.2,15.3,68.1,64.1,74.8,80.4,2.9,6.0,8.8,8.8,1015.8
24,18.3,19.2,17.5,16.1,77.3,71.3,73.1,76.2,3.0,7.2,11.5,11.5,1015.9
27,17.2,17.9,18.2,17.5,82.9,77.9,70.6,70.4,3.8,7.5,10.4,10.4,1016.0
30,16.0,16.8,18.7,18.4,88.9,84.3,68.4,66.9,2.4,5.5,7.0,7.0,1015.2
33,14.8,15.9,18.7,18.4,94.6,89.4,69.1,68.3,1.7,4.2,4.0,4.0,1014.6
36,16.2,15.6,18.8,18.4,90.1,91.3,68.7,68.2,1.2,2.9,1.4,1.4,1015.8
39,22.0,20.0,19.2,18.6,69.5,74.6,67.3,68.0,0.4,0.3,1.9,1.9,1015.8
42,24.6,23.2,19.3,18.6,61.6,63.9,72.6,68.4,1.9,1.6,2.2,2.2,1013.2
