fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,21.7,21.7,18.6,16.6,67.1,63.7,66.2,71.0,5.8,7.1,9.5,9.5,1018.6
3,20.9,20.6,18.3,16.6,73.6,71.8,70.4,72.8,6.0,7.3,9.7,9.7,1019.1
6,20.1,19.6,17.9,16.4,80.5,80.7,71.9,73.9,6.7,8.2,11.3,11.3,1018.4
9,19.9,19.3,16.6,15.4,80.1,80.8,82.6,80.8,6.7,8.3,14.0,14.0,1018.9
12,20.5,19.2,15.8,14.7,74.7,76.8,77.6,70.7,6.3,8.4,14.6,14.6,1020.6
15,22.9,20.8,16.4,14.2,54.6,56.4,69.4,74.3,5.8,7.9,9.5,9.5,1020.4
18,24.0,22.2,17.8,15.6,49.5,49.2,60.5,67.6,5.5,7.3,8.3,8.3,1018.3
21,22.2,21.8,17.7,15.5,56.7,52.7,61.2,67.9,5.1,7.4,9.7,9.7,1017.8
24,19.5,19.5,16.4,14.3,61.7,58.3,61.8,67.8,5.5,9.4,13.5,13.5,1019.2
27,17.6,17.4,14.4,12.8,61.0,58.2,59.1,59.2,4.8,8.8,13.4,13.4,1020.1
30,15.8,15.6,13.1,11.6,69.0,66.6,73.7,70.7,4.6,7.8,11.6,11.6,1020.2
33,15.9,15.0,12.8,11.3,71.4,71.9,79.9,78.4,4.4,6.9,11.2,11.2,1020.5
36,16.6,15.3,13.0,11.8,74.4,75.0,80.4,66.0,4.7,8.2,12.4,12.4,1021.2
39,20.1,18.0,13.7,11.8,62.8,66.1,80.9,80.1,4.4,6.2,8.1,8.1,1020.3
42,21.1,19.4,15.1,12.9,58.1,58.8,72.5,80.4,4.7,5.5,6.2,6.2,1018.6
