fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.1,18.5,15.3,13.3,84.7,67.8,74.8,81.2,2.6,6.1,6.8,6.8,1022.3,315,20
3,14.8,16.8,14.6,12.8,88.6,74.0,75.0,80.0,2.7,7.6,7.5,7.5,1023.3,315,23
6,13.5,15.8,14.2,12.8,92.6,77.2,70.8,73.4,2.2,6.1,7.4,7.4,1022.8,316,2
9,12.4,14.7,13.7,12.5,95.0,81.3,71.2,71.3,1.7,5.3,6.4,6.4,1022.3,316,5
12,13.9,14.5,13.4,12.5,89.7,77.6,65.0,63.6,1.7,4.6,5.9,5.9,1023.6,316,8
15,19.5,16.9,13.3,12.8,58.5,63.6,57.3,52.9,2.0,3.2,5.0,5.0,1023.1,316,11
18,21.1,19.2,14.8,12.8,50.2,52.3,63.8,68.3,1.8,2.8,4.0,4.0,1020.0,316,14
21,18.0,19.2,15.2,13.2,67.8,56.4,67.2,72.5,2.1,3.8,5.5,5.5,1019.8,316,17
24,15.0,17.8,14.7,13.0,81.5,64.4,71.8,74.5,2.9,5.6,6.4,6.4,1020.8,316,20
27,13.4,16.6,14.1,12.9,89.0,70.1,72.0,67.9,1.9,5.2,5.6,5.6,1021.2,316,23
30,12.3,15.9,13.9,13.1,93.0,73.6,71.9,59.9,2.0,4.7,4.6,4.6,1020.5,317,2
33,11.9,14.6,13.6,13.2,94.4,80.8,74.1,56.5,1.8,5.5,4.3,4.3,1020.0,317,5
36,13.7,13.9,13.6,12.9,89.8,84.9,69.1,55.8,2.2,6.0,7.0,7.0,1021.3,317,8
39,19.5,17.1,13.7,13.0,61.5,67.5,61.0,50.3,2.9,4.5,9.2,9.2,1021.2,317,11
42,21.3,19.5,15.2,13.2,50.3,52.2,63.6,63.8,4.1,5.8,7.3,7.3,1018.3,317,14
