fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.2,9.8,7.0,5.2,45.9,27.1,24.5,24.5,0.9,2.2,5.7,5.7,1025.4,29,20
3,1.2,8.9,6.8,5.0,65.6,29.3,26.0,27.4,2.4,2.6,5.9,5.9,1026.6,29,23
6,-0.5,8.4,6.8,5.0,74.7,29.7,27.2,29.9,2.0,2.6,4.2,4.2,1025.8,30,2
9,-1.2,7.8,6.6,4.9,78.7,31.2,27.1,28.6,4.0,4.0,2.4,2.4,1025.1,30,5
12,0.8,7.8,6.5,4.9,74.1,31.2,25.4,26.0,4.8,5.8,3.3,3.3,1025.7,30,8
15,10.4,8.1,7.2,5.8,45.0,39.6,20.9,19.2,3.5,6.0,5.6,5.6,1025.6,30,11
18,14.3,12.2,8.2,7.0,27.9,27.5,28.5,18.6,4.8,4.9,5.3,5.3,1021.5,30,14
21,11.5,12.5,9.2,8.4,40.2,30.2,27.6,18.3,6.7,7.3,6.9,6.9,1019.8,30,17
24,6.5,10.2,10.4,9.7,51.9,36.1,20.6,15.8,7.9,8.8,8.1,8.1,1019.6,30,20
27,4.6,9.2,11.0,10.4,59.4,39.8,17.8,12.6,7.8,8.6,9.4,9.4,1019.0,30,23
30,3.3,8.2,11.8,11.4,62.2,39.8,11.2,8.5,7.2,7.7,8.7,8.7,1017.4,31,2
33,2.3,7.5,12.2,11.7,62.7,39.8,12.1,9.9,6.6,6.8,6.6,6.6,1016.0,31,5
36,3.7,7.3,12.1,11.7,61.6,42.2,17.0,13.0,5.9,6.5,3.3,3.3,1016.7,31,8
39,12.7,10.9,12.4,11.8,42.4,42.3,17.5,14.0,1.9,2.7,2.4,2.4,1016.8,31,11
42,17.6,16.2,12.6,12.0,30.9,30.5,24.7,16.2,1.6,1.8,0.5,0.5,1014.2,31,14
