fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.8,18.6,16.8,15.5,79.2,63.8,61.5,61.4,7.5,7.5,11.5,11.5,1015.2,88,20
3,13.9,16.8,16.2,14.7,85.5,70.1,65.3,68.9,5.5,6.2,9.8,9.8,1017.1,88,23
6,13.3,16.1,15.7,14.3,87.0,72.7,68.1,71.7,4.3,7.0,9.6,9.6,1016.3,89,2
9,12.0,15.2,15.5,14.0,91.6,76.4,67.2,70.3,1.9,4.6,9.2,9.2,1016.5,89,5
12,15.3,15.5,15.3,13.7,84.9,75.0,67.8,70.8,1.5,3.4,5.6,5.6,1019.1,89,8
15,20.8,18.7,14.9,13.5,65.7,68.1,74.5,74.4,2.7,3.3,5.6,5.6,1019.3,89,11
18,22.0,20.6,16.2,14.0,59.0,58.3,71.3,78.6,4.8,4.8,5.3,5.3,1017.8,89,14
21,20.8,20.5,16.4,14.3,66.1,60.4,70.9,77.2,4.9,5.6,7.2,7.2,1017.5,89,17
24,18.1,18.2,15.3,13.6,75.9,71.7,76.1,79.8,5.4,8.0,9.8,9.8,1020.3,89,20
27,16.7,16.7,14.4,12.9,82.5,78.6,80.4,79.2,3.3,7.4,11.7,11.7,1021.9,89,23
30,15.3,14.7,13.4,12.4,86.2,84.5,77.8,75.0,5.0,8.2,9.9,9.9,1022.9,90,2
33,13.6,12.7,12.4,12.4,83.4,83.6,70.2,62.3,6.0,9.2,11.7,11.7,1023.3,90,5
36,12.4,10.6,10.1,10.6,81.2,86.7,72.1,57.8,6.4,9.1,14.7,14.7,1026.9,90,8
39,13.0,10.5,8.7,9.4,76.4,83.9,70.6,58.5,3.5,5.3,13.8,13.8,1029.3,90,11
42,14.8,12.2,8.1,7.9,63.7,69.1,78.5,51.8,4.2,5.1,7.1,7.1,1027.5,90,14
