fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.9,10.6,7.7,6.6,85.5,65.3,66.1,58.8,3.0,2.6,2.7,2.7,1023.3
3,3.7,9.7,7.3,6.1,92.4,70.5,69.2,63.3,2.8,2.6,3.6,3.6,1024.1
6,2.4,8.6,6.7,5.8,96.2,77.0,73.9,65.1,3.6,3.8,3.8,3.8,1024.6
9,1.6,7.5,6.3,5.6,97.6,82.3,76.1,64.9,2.8,3.2,5.1,5.1,1024.3
12,2.2,6.6,5.5,5.2,97.1,86.2,80.9,61.7,2.1,2.8,4.1,4.1,1025.8
15,8.1,6.0,4.9,4.6,82.4,90.6,86.2,61.5,2.3,2.7,5.1,5.1,1026.7
18,11.6,9.2,5.1,3.6,63.0,69.8,84.9,78.5,4.4,4.8,5.0,5.0,1024.7
21,8.7,9.3,5.3,3.7,74.5,66.1,79.9,71.6,4.1,4.7,4.9,4.9,1025.7
24,4.7,8.2,4.7,2.9,89.3,68.4,78.6,80.1,5.2,5.9,5.5,5.5,1027.6
27,3.3,6.3,3.9,2.0,88.1,68.7,76.4,83.3,4.9,6.4,6.0,6.0,1029.0
30,1.8,3.3,3.0,1.4,86.7,72.1,73.1,79.4,5.5,8.7,4.9,4.9,1029.9
33,0.1,0.8,1.8,0.6,86.6,74.3,64.9,72.9,4.2,8.5,5.0,5.0,1030.4
36,-0.3,-0.7,0.8,0.0,83.5,73.3,56.6,61.0,3.5,8.4,4.5,4.5,1032.8
39,4.7,1.3,0.2,-0.1,53.3,61.6,47.4,43.3,3.0,5.0,5.0,5.0,1032.8
42,7.5,4.5,0.4,-0.6,39.2,42.8,52.2,34.7,3.1,4.4,5.0,5.0,1029.6
