fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.6,7.7,4.4,2.8,64.4,46.0,53.0,52.4,3.4,7.9,6.3,6.3,1027.3
3,3.5,6.3,4.4,3.3,68.5,51.5,52.0,45.5,2.7,8.1,7.7,7.7,1027.0
6,1.4,5.2,5.1,4.5,80.7,58.6,46.9,37.9,2.5,6.5,5.6,5.6,1026.4
9,0.0,4.7,6.1,5.5,88.2,63.1,40.5,35.6,2.5,5.0,4.1,4.1,1025.9
12,0.6,5.1,6.6,5.6,89.8,60.1,38.4,36.0,1.5,3.2,3.0,3.0,1026.6
15,9.0,6.5,6.8,5.7,57.6,59.3,37.6,33.5,1.2,1.5,2.2,2.2,1027.1
18,13.0,10.9,7.1,5.8,40.8,42.0,44.8,35.1,0.5,0.6,2.4,2.4,1024.3
21,9.3,11.3,7.5,6.1,55.8,39.8,43.5,35.7,1.6,2.4,3.1,3.1,1024.3
24,4.7,10.7,7.4,6.3,71.4,41.4,42.6,29.4,2.4,4.5,4.2,4.2,1025.5
27,3.3,9.9,7.4,6.6,77.3,44.1,39.8,25.7,2.5,6.5,4.1,4.1,1026.0
30,2.4,8.4,7.1,6.5,82.9,51.1,41.9,27.8,2.3,7.6,4.5,4.5,1026.3
33,2.2,6.7,6.8,6.0,85.7,59.9,44.6,32.2,2.8,8.5,5.8,5.8,1025.8
36,4.2,5.2,6.5,5.6,77.1,69.1,47.2,36.9,3.2,8.2,6.8,6.8,1026.9
39,6.9,5.2,6.4,5.7,69.3,74.7,47.9,40.0,2.4,10.1,9.7,9.7,1026.1
42,8.6,7.1,6.4,6.3,66.8,70.4,52.1,40.7,3.4,7.1,11.1,11.1,1023.0
