fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.2,18.5,16.2,14.4,51.0,37.8,37.8,40.0,3.5,7.6,8.4,8.4,1016.0,68,20
3,13.2,15.1,16.0,14.6,59.2,50.5,40.6,41.3,4.1,7.7,7.7,7.7,1016.2,68,23
6,10.7,13.5,16.4,14.8,73.0,58.9,39.6,42.3,4.3,5.4,6.2,6.2,1016.0,69,2
9,8.8,13.0,16.4,15.0,84.1,62.5,40.4,38.6,4.2,4.3,7.3,7.3,1014.8,69,5
12,11.7,13.3,16.2,15.0,75.4,62.0,40.4,38.2,3.8,4.0,5.3,5.3,1015.9,69,8
15,21.1,19.2,16.5,15.3,46.6,48.0,39.3,38.0,2.4,2.5,4.0,4.0,1015.3,69,11
18,24.4,22.9,18.4,16.2,34.4,33.9,41.1,45.1,0.6,0.7,1.6,1.6,1012.8,69,14
21,22.3,22.6,18.6,16.5,47.8,37.6,43.5,47.8,1.3,2.5,1.3,1.3,1011.9,69,17
24,17.5,20.7,18.1,16.2,61.3,45.4,46.7,49.7,0.8,1.4,2.4,2.4,1013.3,69,20
27,15.1,19.2,17.9,16.2,72.3,52.8,49.5,51.0,2.2,1.7,2.1,2.1,1013.5,69,23
30,13.4,17.2,17.5,16.1,79.8,62.1,53.6,54.0,3.1,2.9,2.8,2.8,1013.6,70,2
33,11.6,16.0,17.4,16.3,88.8,68.9,55.2,52.9,4.0,3.6,3.0,3.0,1013.2,70,5
36,14.5,15.8,17.4,16.2,81.2,71.7,54.6,53.4,2.5,2.7,1.7,1.7,1014.9,70,8
39,22.4,20.5,17.4,16.2,55.2,58.2,56.2,53.3,1.0,1.1,2.1,2.1,1015.6,70,11
42,25.3,23.7,19.4,17.2,43.1,43.3,52.4,57.3,1.6,2.2,2.9,2.9,1012.9,70,14
