fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.3,5.2,1.9,0.2,72.5,55.0,62.5,63.4,2.1,4.6,5.3,5.3,1026.7,58,20
3,2.2,4.4,1.6,0.1,79.0,60.0,64.1,62.3,1.8,5.8,5.2,5.2,1027.6,58,23
6,1.5,3.3,1.3,-0.2,83.5,66.9,68.0,66.7,1.7,5.9,6.2,6.2,1026.4,59,2
9,2.1,2.2,0.9,-0.4,82.6,76.5,75.5,75.3,2.2,6.0,6.0,6.0,1025.1,59,5
12,2.9,1.7,1.0,-0.2,83.3,85.4,80.3,78.6,1.8,5.2,4.5,4.5,1026.1,59,8
15,5.2,2.9,1.1,-0.1,77.5,86.1,82.1,81.2,2.2,3.2,3.4,3.4,1026.7,59,11
18,7.4,5.1,1.1,-0.5,67.7,73.7,90.4,94.0,2.4,3.0,3.0,3.0,1024.7,59,14
21,7.1,5.5,1.5,-0.3,66.0,69.8,86.9,94.5,3.1,3.5,3.6,3.6,1024.8,59,17
24,4.8,4.6,1.3,-0.2,77.0,72.4,81.4,83.9,3.8,5.2,5.4,5.4,1025.9,59,20
27,3.1,3.9,1.4,0.0,84.4,71.9,68.7,70.8,2.1,3.2,4.0,4.0,1026.2,59,23
30,3.6,3.4,1.2,0.0,80.3,75.1,71.5,68.4,4.2,4.0,3.9,3.9,1025.6,60,2
33,2.7,2.7,0.6,-0.6,84.3,80.8,82.4,80.3,5.4,6.6,8.0,8.0,1025.1,60,5
36,3.7,2.0,-0.0,-0.9,83.3,90.6,95.5,94.3,5.8,6.8,8.5,8.5,1026.5,60,8
39,5.2,2.8,-0.4,-1.1,78.3,88.0,99.4,99.6,6.3,7.1,6.4,6.4,1027.2,60,11
42,5.2,2.9,-0.5,-1.4,78.5,87.2,99.5,99.8,7.3,8.1,8.7,8.7,1026.4,60,14
