fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,10.8,14.1,10.4,8.3,64.0,33.8,39.1,43.7,3.7,4.7,5.3,5.3,1026.4,283,20
3,10.6,13.6,10.1,8.1,67.0,33.7,38.7,41.9,3.0,3.8,4.8,4.8,1027.2,283,23
6,9.9,13.3,9.9,7.9,70.2,34.6,38.2,40.8,2.8,4.0,5.6,5.6,1026.3,284,2
9,9.1,12.6,9.5,7.5,74.4,37.2,38.9,42.3,1.9,3.0,4.6,4.6,1025.9,284,5
12,12.0,12.0,9.1,7.2,66.5,39.8,39.0,42.4,1.3,4.1,4.3,4.3,1027.3,284,8
15,16.7,13.8,9.5,7.3,37.3,37.1,45.6,50.4,2.1,3.1,3.3,3.3,1027.2,284,11
18,18.0,15.5,11.2,9.0,36.3,35.6,44.0,49.1,1.5,2.0,2.5,2.5,1024.8,284,14
21,16.0,15.7,11.5,9.4,51.0,36.8,44.6,49.4,2.5,3.5,3.9,3.9,1024.1,284,17
24,11.7,14.9,11.0,8.9,63.3,39.9,47.7,53.1,2.5,6.7,6.4,6.4,1025.1,284,20
27,10.0,14.4,11.0,8.9,73.5,45.7,56.3,62.7,2.2,6.0,7.4,7.4,1025.5,284,23
30,9.4,13.9,11.1,9.2,78.9,50.9,59.9,66.6,2.6,5.5,6.4,6.4,1024.9,285,2
33,9.0,12.8,10.8,8.8,80.7,58.2,65.2,72.0,3.0,7.6,6.8,6.8,1024.7,285,5
36,12.5,12.7,10.6,8.6,74.9,66.7,66.1,71.5,2.1,6.7,8.2,8.2,1026.3,285,8
39,18.6,15.7,11.3,9.3,52.8,56.9,69.6,75.4,4.3,5.9,7.0,7.0,1026.1,285,11
42,20.3,17.8,13.4,11.2,51.1,53.4,66.5,74.6,3.4,4.8,5.5,5.5,1023.5,285,14
