fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.7,6.4,2.8,0.9,60.4,52.3,58.0,60.2,7.1,10.0,10.2,10.2,1032.6
3,4.9,4.3,1.5,-0.4,58.1,50.2,50.4,56.2,6.8,9.8,10.3,10.3,1034.4
6,2.7,2.0,-0.0,-1.4,57.9,50.4,44.1,48.1,6.8,10.2,9.4,9.4,1034.2
9,0.4,0.1,-1.3,-2.2,63.0,51.6,37.0,34.4,5.1,8.2,7.1,7.1,1033.5
12,0.3,-0.8,-1.9,-2.6,65.1,51.0,32.8,26.1,3.6,6.1,4.7,4.7,1035.0
15,4.9,1.3,-1.8,-2.4,38.2,43.3,32.8,21.9,1.8,2.6,3.5,3.5,1034.6
18,7.2,4.2,0.0,-1.9,29.8,31.8,39.3,38.1,1.2,1.8,2.4,2.4,1031.2
21,4.7,4.6,0.7,-1.2,42.3,31.4,37.8,37.7,1.8,2.3,3.0,3.0,1030.7
24,2.2,4.3,0.7,-0.7,54.7,31.8,36.5,29.1,2.7,4.9,4.8,4.8,1029.9
27,0.9,3.8,0.7,-0.3,60.4,32.4,35.5,25.6,1.6,5.5,5.1,5.1,1029.9
30,0.3,3.3,0.8,-0.2,62.3,32.8,35.6,29.3,2.3,5.8,4.2,4.2,1029.4
33,-0.3,2.7,0.8,0.1,62.3,33.9,37.3,29.8,1.9,6.7,4.2,4.2,1028.5
36,1.7,2.1,0.9,0.4,57.3,43.0,44.8,31.0,2.4,6.5,5.6,5.6,1028.8
39,6.1,3.5,1.5,1.6,48.2,52.7,49.7,22.4,2.0,4.3,5.6,5.6,1027.7
42,7.9,5.8,2.2,2.2,46.2,49.9,53.2,24.8,2.3,3.4,5.2,5.2,1024.6
