fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-0.7,-2.3,-4.4,-4.5,81.9,83.4,68.8,58.4,3.9,4.7,4.1,4.1,1031.4,37,20
3,-0.8,-2.2,-4.1,-4.2,83.9,83.2,75.2,66.7,3.6,4.8,5.0,5.0,1032.0,37,23
6,-1.0,-2.0,-4.0,-4.9,85.1,81.1,83.2,85.1,3.3,4.9,6.2,6.2,1030.8,38,2
9,-1.0,-1.9,-3.6,-4.6,84.0,78.8,80.2,79.5,3.9,5.7,5.9,5.9,1030.1,38,5
12,-0.8,-1.8,-3.5,-4.6,81.7,75.7,68.4,62.9,3.5,5.9,7.9,7.9,1031.3,38,8
15,1.9,-0.6,-3.2,-4.2,68.1,70.4,60.0,47.8,2.4,3.2,6.0,6.0,1031.4,38,11
18,4.3,1.7,-1.9,-3.6,54.4,55.7,60.6,62.3,3.4,3.8,4.2,4.2,1028.0,38,14
21,3.2,2.1,-1.2,-2.8,58.5,55.0,56.5,59.4,4.5,4.5,4.0,4.0,1027.6,38,17
24,-1.2,1.2,-1.1,-2.4,80.3,57.3,53.3,52.2,4.9,6.6,4.9,4.9,1028.2,38,20
27,-2.3,0.9,-1.2,-2.6,85.8,57.9,56.4,54.1,3.6,4.6,3.5,3.5,1028.7,38,23
30,-3.1,0.6,-1.4,-2.8,84.7,56.6,58.5,56.7,4.8,5.2,4.9,4.9,1027.6,39,2
33,-2.9,-0.0,-1.9,-3.3,82.0,57.8,61.5,63.8,1.8,3.6,4.7,4.7,1027.3,39,5
36,-2.3,-0.4,-2.1,-3.5,80.6,59.9,62.6,64.4,0.6,1.7,3.4,3.4,1028.8,39,8
39,3.7,1.2,-2.0,-3.3,57.6,59.3,62.1,60.5,0.5,0.5,1.7,1.7,1028.6,39,11
42,6.0,3.7,-0.2,-2.2,49.1,49.3,58.8,63.3,0.7,0.3,0.8,0.8,1025.4,39,14
