fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.3,12.5,12.6,11.1,62.4,46.3,32.2,30.1,3.7,8.7,7.4,7.4,1019.5,328,20
3,7.0,11.2,12.7,11.3,73.5,49.7,28.4,26.4,2.7,5.3,9.4,9.4,1020.6,328,23
6,5.5,10.4,12.1,10.9,81.4,52.5,34.3,34.6,2.3,4.2,10.1,10.1,1020.5,329,2
9,4.9,10.1,11.6,10.4,85.5,54.9,38.7,39.2,2.3,4.4,9.0,9.0,1020.7,329,5
12,6.8,10.3,11.1,9.9,80.5,53.7,42.8,41.0,1.5,3.5,8.2,8.2,1022.0,329,8
15,14.5,12.2,10.8,9.7,56.0,57.3,46.0,42.4,1.1,2.0,7.8,7.8,1022.3,329,11
18,17.2,15.4,11.3,9.8,46.5,46.5,54.4,47.3,1.1,2.3,4.3,4.3,1020.2,329,14
21,12.8,15.4,11.7,10.0,64.5,46.5,51.1,44.1,0.4,1.9,3.8,3.8,1020.6,329,17
24,9.9,14.4,11.4,10.2,72.6,48.0,43.4,35.4,1.4,1.9,2.8,2.8,1022.3,329,20
27,8.3,13.4,11.3,10.0,78.4,49.8,40.1,34.6,1.1,0.9,4.2,4.2,1023.0,329,23
30,5.6,12.5,10.8,9.7,88.7,51.6,41.5,32.9,2.5,3.2,5.6,5.6,1023.5,330,2
33,4.3,11.4,9.9,9.1,91.9,51.8,37.8,25.1,2.4,3.8,6.3,6.3,1024.2,330,5
36,6.1,10.5,9.1,8.4,85.9,50.9,34.3,21.1,1.6,3.9,5.2,5.2,1026.7,330,8
39,13.8,11.2,8.9,8.5,52.4,53.8,28.1,14.7,1.6,2.8,5.5,5.5,1027.3,330,11
42,15.9,13.6,9.4,8.0,41.1,41.6,48.3,32.6,2.8,3.6,4.2,4.2,1025.9,330,14
