fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.6,3.2,-0.1,-1.9,60.5,51.9,58.9,63.7,5.2,7.1,4.4,4.4,1030.8
3,2.2,1.8,-0.6,-2.2,66.5,62.3,63.6,65.9,5.2,8.4,5.4,5.4,1031.7
6,0.0,0.5,-1.1,-2.4,79.8,72.2,69.4,67.9,3.4,7.0,3.9,3.9,1031.5
9,-1.6,-0.5,-1.7,-2.9,88.4,79.4,73.4,68.9,2.0,5.9,2.7,2.7,1030.5
12,-0.0,-0.9,-2.1,-3.2,84.9,80.9,74.0,67.3,0.9,3.1,1.1,1.1,1031.5
15,5.3,1.9,-2.1,-3.2,59.5,67.0,76.7,64.5,1.1,1.5,1.9,1.9,1031.6
18,7.8,4.8,0.6,-1.4,47.2,50.3,62.3,67.5,0.8,1.3,1.8,1.8,1028.4
21,7.3,5.7,1.7,-0.2,49.6,49.0,59.8,63.1,1.9,2.8,3.5,3.5,1026.3
24,2.8,5.2,1.6,-0.1,71.1,52.2,60.8,61.1,2.3,5.3,5.8,5.8,1026.9
27,1.6,4.3,1.4,0.0,79.1,58.5,65.1,61.5,1.9,6.5,6.6,6.6,1027.9
30,1.0,3.4,1.5,0.4,82.9,64.8,67.1,64.7,2.3,6.5,6.3,6.3,1027.2
33,1.6,2.0,1.8,0.8,82.0,75.4,66.0,67.6,2.9,7.5,6.9,6.9,1025.2
36,2.7,1.5,1.8,0.8,80.4,81.5,70.7,73.3,2.1,6.5,7.0,7.0,1026.7
39,5.2,2.8,1.7,1.0,73.8,81.6,75.9,75.9,2.3,4.1,6.8,6.8,1027.1
42,7.7,5.3,1.5,1.1,66.4,72.9,86.1,80.1,2.5,3.5,3.9,3.9,1024.3
