fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.7,5.3,2.1,0.7,77.9,75.2,85.3,87.9,2.4,5.6,4.5,4.5,1023.7,46,20
3,4.7,4.2,2.1,0.5,82.9,81.0,81.4,83.4,2.4,5.5,3.4,3.4,1024.9,46,23
6,3.2,3.2,1.9,0.3,89.6,86.0,78.6,79.2,2.2,5.8,2.8,2.8,1024.9,47,2
9,2.1,2.3,1.3,-0.1,92.6,89.6,83.7,80.5,2.3,6.5,5.0,5.0,1024.9,47,5
12,2.9,1.7,0.7,-0.7,89.2,91.3,86.6,84.0,2.7,7.1,6.6,6.6,1026.3,47,8
15,7.1,4.2,0.4,-1.1,67.1,75.4,87.7,88.2,4.4,6.2,7.6,7.6,1026.4,47,11
18,7.7,5.5,1.4,-0.6,58.5,62.7,78.0,86.1,4.8,6.8,7.1,7.1,1024.5,47,14
21,6.6,5.1,1.1,-0.9,61.3,64.6,80.5,88.8,5.0,7.7,8.3,8.3,1024.2,47,17
24,5.1,3.8,0.3,-1.4,67.2,70.1,81.0,86.3,5.2,10.0,12.4,12.4,1025.3,47,20
27,4.0,2.5,-0.9,-2.1,71.0,75.6,87.9,88.6,6.2,11.4,14.6,14.6,1026.4,47,23
30,2.2,0.7,-2.6,-3.3,78.7,82.6,91.9,94.0,5.6,10.7,16.0,16.0,1026.7,48,2
33,0.7,-0.9,-3.7,-4.3,77.8,82.0,80.3,81.4,5.6,10.5,18.2,18.2,1026.1,48,5
36,0.4,-1.4,-4.5,-5.0,68.3,73.5,71.6,64.0,5.4,10.8,19.3,19.3,1027.8,48,8
39,1.5,-0.9,-4.6,-5.3,61.9,68.6,81.0,73.5,6.0,9.7,16.3,16.3,1028.7,48,11
42,2.6,0.5,-3.5,-5.3,61.5,66.7,83.2,92.5,6.2,9.9,11.4,11.4,1026.4,48,14
