fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.2,5.1,1.4,-0.6,59.0,45.2,55.0,61.6,5.4,9.1,10.4,10.4,1035.4
3,2.0,2.4,0.0,-1.6,65.2,50.1,42.1,37.7,7.4,11.4,11.6,11.6,1036.9
6,-1.1,0.8,-1.2,-2.6,66.7,31.2,21.9,23.9,5.5,8.2,10.9,10.9,1036.1
9,-3.1,-0.2,-2.1,-3.4,71.8,30.7,22.2,25.1,3.9,5.5,7.9,7.9,1035.3
12,-2.5,-0.5,-2.4,-3.7,74.0,30.9,24.4,29.1,2.1,3.1,5.1,5.1,1036.6
15,4.1,0.6,-2.3,-3.5,36.7,41.2,31.6,32.9,1.8,2.9,4.4,4.4,1036.2
18,6.6,3.5,-0.5,-2.3,29.0,31.7,39.2,37.8,2.1,3.2,4.2,4.2,1032.1
21,3.6,4.2,0.4,-1.1,42.9,29.1,32.9,29.1,0.5,2.4,4.1,4.1,1030.5
24,0.2,4.0,0.9,-0.0,55.2,27.6,26.9,22.1,2.7,2.3,5.7,5.7,1030.6
27,-1.4,3.8,1.0,0.2,64.0,28.8,26.3,19.5,3.6,4.4,4.8,4.8,1030.6
30,-2.2,3.7,1.4,0.5,69.7,29.5,23.6,16.3,2.8,2.9,3.1,3.1,1029.7
33,-2.7,3.5,1.4,0.5,75.9,32.0,22.3,16.3,4.0,3.9,1.3,1.3,1028.3
36,-1.1,3.5,1.7,0.9,71.5,33.6,21.1,14.4,5.2,5.9,4.1,4.1,1029.1
39,6.8,4.1,2.7,2.0,41.3,40.0,19.6,12.4,3.3,5.1,5.5,5.5,1029.1
42,9.8,7.5,4.1,3.7,30.2,30.8,25.0,11.8,3.8,4.3,4.9,4.9,1024.9
