fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.5,12.0,8.5,6.9,81.8,61.7,70.6,69.6,0.1,1.6,1.8,1.8,1026.3,326,20
3,7.9,11.6,8.4,7.3,87.5,63.4,67.5,57.4,3.8,4.1,2.5,2.5,1026.6,326,23
6,7.0,10.9,8.1,6.9,90.2,66.2,66.8,56.9,3.0,5.2,3.5,3.5,1026.4,327,2
9,6.3,10.3,7.8,6.5,92.9,69.9,64.8,55.6,1.8,4.6,4.2,4.2,1026.4,327,5
12,8.1,9.8,7.6,6.2,89.0,72.2,62.0,54.1,1.2,3.8,5.5,5.5,1028.1,327,8
15,14.5,11.5,7.5,6.0,58.1,65.7,72.2,63.2,1.2,2.6,5.3,5.3,1028.2,327,11
18,16.2,13.7,9.4,7.2,45.4,48.8,60.9,68.1,2.3,3.0,3.8,3.8,1026.1,327,14
21,13.0,13.9,9.8,7.7,58.7,47.2,57.9,65.0,2.4,3.8,4.5,4.5,1026.0,327,17
24,11.2,13.0,9.5,7.5,66.1,49.3,57.1,63.3,2.4,5.1,5.2,5.2,1027.2,327,20
27,9.7,11.9,9.1,7.2,72.2,54.8,58.8,64.2,3.5,5.3,5.5,5.5,1028.3,327,23
30,9.2,9.1,8.0,6.6,76.8,72.5,67.9,69.8,4.1,10.4,9.1,9.1,1028.3,328,2
33,7.6,8.3,7.2,5.9,83.4,73.1,67.8,75.6,3.0,8.6,9.2,9.2,1028.9,328,5
36,8.4,8.1,7.0,5.5,79.6,70.6,60.5,70.6,2.8,8.3,8.9,8.9,1030.6,328,8
39,13.8,10.6,6.7,5.3,52.3,59.5,64.0,60.9,3.2,5.6,8.2,8.2,1030.1,328,11
42,15.3,12.7,8.4,6.3,44.3,47.8,60.0,67.2,3.4,5.3,6.0,6.0,1026.8,328,14
