fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,13.6,16.1,15.3,14.2,66.2,54.7,46.8,45.1,8.8,10.1,14.7,14.7,1017.7,44,20
3,12.5,14.4,15.4,14.4,73.5,64.0,50.4,48.3,8.4,9.8,10.7,10.7,1018.5,44,23
6,10.7,13.5,16.0,14.8,86.2,72.6,51.8,51.8,6.9,8.0,5.9,5.9,1018.4,45,2
9,9.4,13.2,15.5,14.3,92.5,76.2,57.8,60.2,4.9,5.6,4.2,4.2,1018.1,45,5
12,10.7,14.0,15.4,14.0,89.8,73.3,61.3,65.2,4.8,4.6,1.9,1.9,1019.7,45,8
15,19.1,16.9,15.8,14.3,65.3,69.5,61.6,65.4,2.3,2.9,2.0,2.0,1019.2,45,11
18,22.3,20.8,16.4,14.5,54.6,56.1,68.7,71.7,4.2,4.1,4.7,4.7,1016.5,45,14
21,20.5,21.0,17.1,15.3,67.7,58.0,67.5,71.8,3.6,3.8,4.6,4.6,1015.8,45,17
24,15.3,19.5,17.1,15.3,86.1,65.6,68.2,72.4,3.9,3.6,2.9,2.9,1016.7,45,20
27,13.8,17.3,16.1,14.6,91.6,76.6,74.6,78.3,4.1,3.6,2.0,2.0,1017.4,45,23
30,13.1,13.6,12.4,11.7,94.7,92.4,93.6,95.5,8.1,9.1,9.6,9.6,1018.0,46,2
33,8.6,7.5,5.4,6.2,93.1,94.3,97.9,98.8,11.7,12.1,16.0,16.0,1020.3,46,5
36,5.9,4.4,1.3,2.4,91.3,92.2,98.7,91.9,10.2,11.9,17.1,17.1,1026.8,46,8
39,5.9,3.6,0.2,-0.1,82.7,90.2,99.1,97.2,8.4,9.9,13.6,13.6,1030.2,46,11
42,7.4,4.6,0.6,-0.5,65.0,73.5,89.1,78.1,6.3,6.9,8.3,8.3,1029.4,46,14
