fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.9,5.0,2.0,0.3,66.0,50.0,58.2,59.7,3.0,7.8,5.9,5.9,1030.5,20,20
3,2.8,4.1,2.0,0.6,65.8,54.1,57.6,52.7,2.7,7.8,6.7,6.7,1030.5,20,23
6,1.4,3.0,2.2,1.2,72.8,61.9,53.7,38.2,2.9,8.1,6.3,6.3,1029.2,21,2
9,0.3,1.8,2.7,1.9,85.2,74.9,44.9,27.4,3.7,8.5,6.9,6.9,1027.2,21,5
12,0.8,1.1,3.2,2.6,87.9,83.0,41.4,24.6,4.1,9.1,8.1,8.1,1027.3,21,8
15,7.3,4.3,3.6,3.2,61.2,70.7,45.7,30.7,4.2,6.0,7.5,7.5,1026.4,21,11
18,11.1,8.7,4.5,3.3,46.8,50.6,60.8,47.6,3.6,4.4,5.1,5.1,1022.5,21,14
21,9.7,9.3,5.4,3.7,53.6,51.6,61.8,62.9,2.7,5.7,7.2,7.2,1021.5,21,17
24,8.0,7.7,5.5,4.2,65.3,62.7,68.8,69.7,4.3,8.5,9.7,9.7,1021.2,21,20
27,6.2,5.8,5.4,4.3,87.1,79.1,77.3,80.5,2.4,6.2,6.3,6.3,1022.1,21,23
30,5.5,4.8,3.9,2.8,92.6,87.5,87.3,91.6,4.6,6.3,3.3,3.3,1022.5,22,2
33,4.9,4.0,3.4,2.2,93.5,92.5,88.9,92.3,3.4,4.7,5.2,5.2,1021.9,22,5
36,4.7,3.6,2.9,2.0,93.7,94.5,90.8,92.0,3.4,3.9,4.2,4.2,1023.2,22,8
39,6.8,4.7,2.6,1.8,81.9,90.3,91.9,92.2,3.5,3.6,5.0,5.0,1023.6,22,11
42,9.1,7.0,3.0,1.5,66.9,73.4,90.2,94.7,3.8,3.9,4.1,4.1,1020.8,22,14
