fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.6,4.0,0.6,-1.3,65.1,59.5,71.8,79.5,2.6,7.1,6.6,6.6,1033.0
3,2.9,3.5,0.6,-1.1,69.8,60.1,70.0,77.6,2.9,7.9,6.9,6.9,1033.2
6,2.1,2.5,0.4,-1.2,75.6,67.3,70.7,77.5,2.6,8.2,4.9,4.9,1033.6
9,1.4,1.6,0.0,-1.4,81.7,74.9,73.1,77.3,2.5,8.1,5.9,5.9,1032.2
12,1.6,1.5,-0.4,-1.8,82.9,75.4,75.2,78.9,2.0,6.2,5.4,5.4,1033.5
15,6.2,2.9,-0.4,-1.7,61.3,70.9,73.8,75.7,2.0,3.7,5.4,5.4,1032.9
18,8.1,5.3,1.2,-0.8,50.4,55.3,69.2,77.6,1.0,1.5,2.3,2.3,1030.1
21,6.9,5.7,1.7,-0.4,57.6,53.1,66.1,74.4,1.3,2.1,2.7,2.7,1029.4
24,3.9,5.3,1.6,-0.4,69.8,53.1,64.5,72.3,2.1,3.1,2.4,2.4,1029.9
27,2.2,4.7,1.4,-0.5,77.4,55.0,64.2,71.5,2.2,3.5,2.0,2.0,1030.0
30,0.8,4.0,1.2,-0.6,84.2,59.3,64.7,72.0,2.0,4.3,1.4,1.4,1029.8
33,0.1,3.5,1.1,-0.7,88.6,63.8,65.9,72.9,1.4,3.5,1.5,1.5,1028.4
36,0.8,3.0,0.9,-0.8,86.9,67.4,67.4,73.4,1.6,4.1,2.0,2.0,1029.1
39,7.1,4.2,1.0,-0.7,60.0,67.5,69.1,72.5,1.0,2.2,2.3,2.3,1028.9
42,9.2,6.7,2.6,0.5,50.5,54.1,67.9,76.4,1.1,0.8,0.9,0.9,1026.1
