fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,7.7,9.7,7.9,7.2,82.8,66.6,66.1,61.3,1.6,2.9,6.9,6.9,1021.9,330,20
3,5.8,9.6,8.5,8.1,88.9,67.3,60.5,46.1,1.7,2.9,6.2,6.2,1021.6,330,23
6,4.9,9.2,9.0,8.6,93.4,75.6,53.8,37.3,3.4,3.9,6.6,6.6,1020.9,331,2
9,4.5,8.5,9.8,9.4,95.9,80.0,44.9,40.1,3.5,3.9,7.4,7.4,1020.2,331,5
12,6.2,8.6,10.5,10.2,92.4,74.1,45.0,46.1,2.0,3.0,8.7,8.7,1022.1,331,8
15,13.7,11.2,10.8,10.4,59.4,65.2,50.2,47.3,1.3,2.8,11.2,11.2,1022.4,331,11
18,17.5,15.5,11.4,10.5,45.6,48.3,55.9,45.8,4.2,5.7,7.6,7.6,1020.0,331,14
21,14.1,15.7,12.3,11.1,54.9,45.4,44.0,32.9,3.4,7.1,10.2,10.2,1020.8,331,17
24,10.9,14.5,12.4,10.9,64.1,45.7,33.5,25.1,3.7,9.3,12.4,12.4,1022.4,331,20
27,10.0,13.4,12.3,10.4,57.4,36.4,18.4,16.5,5.6,11.2,18.2,18.2,1024.0,331,23
30,8.7,11.4,10.0,8.5,48.2,32.2,19.7,17.8,6.6,10.6,16.4,16.4,1024.4,332,2
33,6.3,8.5,7.4,6.4,49.9,35.1,26.8,26.7,6.3,8.1,10.8,10.8,1025.2,332,5
36,6.1,6.7,6.3,5.2,56.2,40.1,24.8,25.9,4.5,5.6,5.7,5.7,1027.5,332,8
39,11.5,8.5,6.3,5.3,38.3,41.6,22.7,21.2,0.6,1.0,1.9,1.9,1027.2,332,11
42,14.0,11.7,7.5,6.0,29.4,29.5,34.6,28.6,1.3,1.7,1.5,1.5,1023.7,332,14
