fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,12.5,11.1,7.5,6.0,68.3,67.7,74.8,69.8,3.9,8.7,12.1,12.1,1034.1,289,20
3,11.1,10.5,7.0,5.2,75.2,68.1,73.6,75.9,1.8,6.1,9.3,9.3,1034.6,289,23
6,10.0,9.3,5.9,4.1,75.7,69.1,76.1,80.9,2.9,8.2,10.9,10.9,1034.1,290,2
9,8.6,7.5,4.4,3.0,73.4,70.0,68.9,70.8,3.4,8.8,11.4,11.4,1033.7,290,5
12,9.3,6.7,3.9,2.9,65.2,68.5,62.2,48.3,3.6,7.4,10.9,10.9,1034.4,290,8
15,13.2,9.5,5.3,3.4,52.4,57.2,71.0,69.5,2.7,4.0,5.0,5.0,1033.2,290,11
18,15.0,12.0,7.7,5.5,48.1,50.4,63.1,70.9,2.0,2.9,3.4,3.4,1029.6,290,14
21,13.6,12.5,8.3,6.2,58.1,51.1,63.4,71.1,2.2,4.0,4.2,4.2,1028.2,290,17
24,10.5,12.1,8.2,6.2,71.7,52.3,63.0,70.0,2.1,4.9,4.9,4.9,1028.3,290,20
27,10.0,11.5,8.2,6.3,74.9,55.8,64.1,70.0,2.1,5.3,6.4,6.4,1027.2,290,23
30,10.1,10.8,8.1,6.2,77.1,63.3,67.8,73.2,1.8,4.6,5.2,5.2,1026.1,291,2
33,10.5,10.7,8.3,6.6,76.9,66.5,68.0,72.1,1.7,4.7,5.6,5.6,1024.6,291,5
36,12.1,10.8,8.5,7.0,73.0,67.8,68.7,69.8,2.1,4.5,6.1,6.1,1025.0,291,8
39,15.7,13.2,9.0,7.6,59.1,62.7,73.9,67.9,3.2,3.7,4.1,4.1,1024.2,291,11
42,17.6,15.5,11.2,9.0,53.6,55.0,67.6,73.5,2.0,2.2,2.3,2.3,1021.0,291,14
