fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.3,7.3,4.1,2.2,65.6,52.8,60.7,67.4,2.7,7.7,8.3,8.3,1024.3,35,20
3,4.7,5.4,3.4,1.9,66.2,58.7,63.2,67.7,2.8,7.8,9.8,9.8,1024.5,35,23
6,4.6,4.3,3.0,2.1,66.8,64.8,69.6,70.5,3.2,7.6,8.8,8.8,1023.7,36,2
9,3.8,3.4,2.8,2.3,73.8,73.6,71.1,72.3,2.4,6.3,8.9,8.9,1022.8,36,5
12,3.5,2.7,2.7,2.9,78.8,80.4,75.1,71.9,3.4,7.4,8.0,8.0,1023.4,36,8
15,9.0,6.2,2.7,3.7,62.2,71.5,86.4,76.5,3.4,4.1,5.9,5.9,1023.1,36,11
18,12.6,10.3,6.1,4.3,54.0,59.7,75.0,80.3,2.6,2.8,3.2,3.2,1019.4,36,14
21,12.0,11.3,7.4,5.6,59.4,59.3,72.3,78.9,2.8,3.2,4.7,4.7,1019.1,36,17
24,9.0,10.3,7.4,5.8,74.1,66.1,76.7,83.1,2.8,5.4,5.7,5.7,1019.3,36,20
27,8.0,8.6,7.3,6.3,85.1,79.1,82.3,85.3,4.1,6.5,4.9,4.9,1019.1,36,23
30,7.3,7.8,7.3,6.4,92.7,86.9,85.8,87.8,1.3,2.7,2.5,2.5,1018.9,37,2
33,7.0,7.5,7.2,6.3,95.7,89.7,86.8,87.8,2.2,2.8,1.1,1.1,1018.0,37,5
36,7.2,7.1,6.8,5.7,95.6,92.0,88.0,87.5,2.1,3.7,3.3,3.3,1019.2,37,8
39,10.0,8.2,6.8,5.8,83.4,90.7,86.4,84.3,1.1,1.1,3.6,3.6,1019.3,37,11
42,13.2,11.5,7.4,5.8,64.5,69.8,85.7,89.9,2.4,2.2,3.0,3.0,1016.3,37,14
