fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.3,3.2,-0.2,-1.1,78.6,72.8,85.4,77.4,1.7,4.2,4.0,4.0,1027.9
3,2.5,2.9,0.4,-0.0,83.5,74.4,79.9,68.2,2.0,4.3,3.2,3.2,1027.5
6,1.2,2.6,0.7,0.3,90.6,76.6,77.6,70.6,2.3,4.6,2.2,2.2,1026.1
9,1.3,2.3,0.9,0.2,90.9,79.8,77.0,72.0,2.6,5.3,1.9,1.9,1025.2
12,2.5,1.9,0.9,-0.0,86.9,84.4,78.7,75.1,2.2,5.1,2.7,2.7,1026.3
15,5.6,3.2,0.8,-0.0,74.4,83.4,83.2,79.3,1.7,2.8,4.0,4.0,1026.3
18,6.1,4.3,0.9,0.3,75.1,80.2,92.0,85.1,1.0,1.7,2.4,2.4,1023.7
21,5.4,4.1,0.7,0.2,86.0,85.6,96.9,91.7,2.3,3.1,2.3,2.3,1024.1
24,4.7,3.6,0.6,-0.2,90.9,89.1,96.7,95.9,3.0,4.5,2.9,2.9,1025.2
27,4.2,3.3,0.5,-0.3,93.5,90.6,95.6,96.6,1.7,3.6,2.2,2.2,1025.8
30,3.1,3.0,0.5,-0.5,95.9,91.0,94.8,96.9,2.2,2.5,0.8,0.8,1026.2
33,2.6,2.7,0.3,-0.9,96.4,91.5,95.4,96.7,4.1,4.4,3.4,3.4,1026.3
36,3.0,2.4,0.1,-1.0,94.0,91.6,92.4,92.5,3.4,4.3,4.8,4.8,1028.9
39,7.4,4.2,0.5,-0.6,69.2,79.3,93.0,90.8,3.1,3.4,3.4,3.4,1030.2
42,10.2,7.2,3.1,1.1,54.9,60.9,75.5,84.3,3.1,3.4,4.0,4.0,1028.8
