fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.8,3.3,0.6,0.9,63.4,45.6,55.1,57.6,3.1,4.2,3.8,3.8,1026.4,336,20
3,1.7,3.1,2.1,2.7,67.6,51.9,56.9,57.3,5.4,6.2,3.4,3.4,1026.5,336,23
6,1.5,3.1,2.6,2.6,72.7,57.5,59.0,60.5,2.1,2.9,1.3,1.3,1025.1,337,2
9,0.8,3.1,2.6,2.5,79.6,60.9,60.8,64.9,1.7,2.3,0.9,0.9,1024.5,337,5
12,2.1,2.6,1.4,0.8,76.5,62.6,61.1,65.3,3.8,3.4,5.9,5.9,1027.3,337,8
15,6.6,4.0,0.9,0.3,53.6,58.5,55.9,55.1,3.2,3.8,8.2,8.2,1027.1,337,11
18,7.6,5.5,1.8,1.2,47.1,50.3,56.2,51.5,1.6,1.9,2.8,2.8,1025.4,337,14
21,6.6,5.2,2.0,1.0,52.7,52.8,59.0,59.2,2.3,3.7,5.8,5.8,1026.7,337,17
24,5.9,4.3,1.3,0.1,55.4,56.1,59.7,63.1,3.3,6.1,8.2,8.2,1028.6,337,20
27,5.6,4.0,1.3,0.3,56.3,58.9,76.3,82.4,4.0,6.3,10.3,10.3,1029.6,337,23
30,5.5,3.9,1.5,0.6,63.7,68.3,85.1,91.5,6.2,8.3,11.9,11.9,1029.9,338,2
33,5.3,3.6,1.6,1.0,68.9,73.2,84.7,88.9,6.0,8.3,12.7,12.7,1030.4,338,5
36,4.9,3.0,1.3,0.7,75.3,79.0,88.9,93.4,5.9,8.4,13.4,13.4,1032.2,338,8
39,5.3,3.3,0.8,0.2,85.1,87.0,98.0,99.0,6.4,9.1,12.9,12.9,1032.5,338,11
42,4.8,2.9,0.3,-0.4,89.6,91.6,96.4,96.4,7.4,9.6,12.4,12.4,1031.2,338,14
