fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.1,5.9,2.7,1.2,67.7,43.8,49.4,49.9,4.2,3.4,4.6,4.6,1025.0,355,20
3,0.8,4.9,2.0,0.6,74.8,47.3,51.9,52.3,5.4,6.5,7.4,7.4,1026.7,355,23
6,-0.4,3.3,1.3,0.1,80.6,53.5,48.9,46.5,5.0,6.8,7.9,7.9,1027.9,356,2
9,-1.1,1.6,0.4,-0.8,82.5,58.4,37.2,33.5,5.6,8.3,10.1,10.1,1028.9,356,5
12,-0.6,-0.2,-0.4,-1.7,74.4,58.3,30.4,29.7,5.8,9.2,10.1,10.1,1031.7,356,8
15,4.9,1.5,-1.0,-2.4,45.3,52.3,30.0,30.1,3.6,4.6,8.5,8.5,1033.1,356,11
18,6.6,3.6,-0.5,-2.6,31.1,33.9,42.7,46.4,6.1,6.9,7.8,7.8,1031.2,356,14
21,3.6,2.6,-1.4,-3.3,35.9,32.8,38.8,38.8,6.5,8.4,9.2,9.2,1031.9,356,17
24,-0.1,0.1,-3.4,-4.9,48.7,39.0,42.5,39.1,6.5,9.1,9.2,9.2,1032.8,356,20
27,-2.3,-1.4,-4.4,-5.8,59.8,43.9,47.3,46.0,5.5,7.8,6.9,6.9,1034.5,356,23
30,-3.5,-2.1,-4.6,-6.0,67.1,43.7,50.9,49.6,4.4,6.0,4.2,4.2,1035.7,357,2
33,-4.0,-2.6,-4.8,-6.0,69.0,44.0,53.9,50.8,4.1,5.6,3.4,3.4,1034.8,357,5
36,-3.0,-2.6,-4.8,-5.7,64.6,46.7,54.5,47.0,4.2,6.0,3.6,3.6,1035.4,357,8
39,1.9,-1.4,-4.6,-5.5,44.5,51.2,52.0,44.5,0.9,2.3,3.4,3.4,1035.0,357,11
42,4.1,1.2,-3.0,-4.9,37.9,42.3,53.8,55.2,1.1,2.0,2.8,2.8,1031.3,357,14
