fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.9,18.4,16.4,14.4,61.9,48.6,46.4,51.3,4.1,9.3,11.0,11.0,1017.6
3,14.6,15.9,16.3,14.8,61.5,53.4,43.7,47.8,4.7,10.1,13.3,13.3,1017.9
6,12.7,14.3,16.6,15.3,64.8,55.7,44.0,46.8,4.1,8.7,11.7,11.7,1016.3
9,11.2,13.1,16.3,15.2,69.5,59.7,48.1,49.3,3.0,6.7,10.2,10.2,1015.3
12,14.1,13.4,16.2,15.3,67.7,64.0,50.2,52.4,3.3,5.5,10.0,10.0,1016.2
15,20.9,19.1,16.0,15.4,54.5,54.6,56.8,54.9,3.6,4.8,10.5,10.5,1015.3
18,22.9,21.8,17.5,15.5,52.4,50.9,61.4,66.1,3.7,4.8,6.6,6.6,1011.9
21,20.7,20.6,17.3,15.6,68.8,64.0,66.8,69.5,2.2,3.5,6.8,6.8,1010.7
24,17.0,18.1,16.3,15.0,85.7,76.8,70.2,69.7,0.7,0.7,8.1,8.1,1011.2
27,15.9,16.6,15.1,14.1,91.9,83.5,78.0,76.8,1.1,2.3,8.9,8.9,1011.9
30,15.2,15.5,14.5,13.7,94.6,90.5,83.6,82.3,1.5,2.2,6.3,6.3,1010.0
33,14.4,14.6,14.2,13.5,96.7,95.2,86.3,85.5,1.4,2.1,4.4,4.4,1008.5
36,14.6,14.2,13.1,12.2,95.4,95.4,89.6,92.3,2.7,3.7,5.9,5.9,1010.3
39,16.8,15.8,12.7,11.8,81.6,83.7,89.8,92.3,2.7,3.6,5.4,5.4,1010.7
42,19.7,18.9,14.7,12.7,66.9,67.1,81.0,88.1,3.1,3.9,6.5,6.5,1008.2
