fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.2,20.4,16.9,15.0,79.1,53.3,61.5,65.4,1.8,2.3,2.0,2.0,1021.0,308,20
3,14.3,19.6,16.4,14.5,86.5,56.3,63.4,68.5,1.9,1.9,1.6,1.6,1022.9,308,23
6,13.1,18.7,15.9,14.0,91.0,60.0,66.2,72.3,2.9,3.5,3.9,3.9,1023.2,309,2
9,12.3,17.9,15.4,13.5,93.1,62.2,67.7,73.2,3.2,4.3,6.0,6.0,1023.1,309,5
12,15.2,17.2,15.0,13.2,84.5,65.2,67.0,71.4,3.5,4.7,7.4,7.4,1025.0,309,8
15,20.4,17.8,14.0,12.6,59.1,64.1,68.4,73.0,6.0,6.9,9.3,9.3,1025.8,309,11
18,20.8,18.7,14.3,12.5,49.8,51.7,63.4,66.3,5.5,6.6,7.4,7.4,1024.0,309,14
21,17.8,17.1,13.2,11.7,54.3,51.9,59.8,60.5,7.7,9.4,9.8,9.8,1025.1,309,17
24,15.7,14.6,11.5,10.4,53.5,52.8,57.0,57.9,7.2,10.3,12.5,12.5,1027.3,309,20
27,14.0,12.9,10.7,10.5,53.6,52.5,48.2,46.0,5.6,9.0,9.9,9.9,1028.1,309,23
30,11.7,11.4,10.3,10.0,64.9,61.3,38.5,34.5,4.0,6.3,7.1,7.1,1027.9,310,2
33,10.6,10.4,9.5,9.3,72.2,67.8,46.9,31.7,3.7,6.2,5.3,5.3,1028.0,310,5
36,11.2,9.6,9.1,8.8,72.9,70.8,52.6,33.7,3.8,6.1,4.0,4.0,1029.5,310,8
39,15.6,12.4,8.7,8.3,56.8,63.0,60.8,34.6,2.2,2.6,3.4,3.4,1029.1,310,11
42,17.5,14.8,10.5,8.5,44.7,47.0,57.9,59.8,2.3,2.3,2.7,2.7,1026.5,310,14
