fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.1,8.0,9.8,10.8,91.7,82.2,57.0,48.9,0.1,1.8,4.5,4.5,1022.7,363,20
3,5.7,7.7,8.5,9.6,94.9,85.0,69.0,59.2,1.2,1.7,5.2,5.2,1022.1,363,23
6,6.0,7.2,8.2,8.5,95.5,86.5,75.2,72.0,2.3,3.1,5.4,5.4,1020.7,364,2
9,5.9,6.6,7.9,7.9,96.9,89.0,81.5,80.5,1.5,2.9,5.7,5.7,1018.7,364,5
12,5.3,6.8,8.2,8.2,97.6,88.3,79.9,77.5,2.7,2.8,6.5,6.5,1018.4,364,8
15,11.5,9.5,9.0,8.6,76.8,83.9,72.5,65.9,0.9,1.6,8.1,8.1,1019.0,364,11
18,15.5,13.9,10.1,9.3,59.0,62.3,68.8,60.5,2.3,3.4,7.5,7.5,1016.4,364,14
21,13.0,14.3,10.9,9.1,69.2,61.0,65.9,63.7,3.8,7.3,12.0,12.0,1017.4,364,17
24,9.2,11.7,10.0,8.5,82.1,67.5,50.0,36.1,4.6,9.4,13.8,13.8,1020.2,364,20
27,6.6,9.7,8.7,6.9,85.3,64.9,38.4,35.1,4.3,8.1,10.7,10.7,1022.2,364,23
30,4.2,6.8,6.3,5.2,81.7,60.5,41.0,41.9,6.1,7.8,7.2,7.2,1023.6,365,2
33,1.6,5.0,4.8,3.5,81.2,51.0,33.5,38.9,5.6,7.1,8.3,8.3,1024.9,365,5
36,1.4,3.5,4.1,2.8,77.5,52.2,33.2,34.6,4.5,5.9,7.4,7.4,1028.2,365,8
39,7.5,4.4,3.4,2.4,51.5,56.7,39.2,36.5,2.4,3.0,5.5,5.5,1029.6,365,11
42,10.2,7.6,3.4,1.7,41.8,44.8,53.6,49.8,3.6,3.8,4.7,4.7,1027.5,365,14
