fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-1.4,-3.7,-6.9,-8.3,76.6,86.2,94.3,93.7,4.1,4.4,5.1,5.1,1034.2,54,20
3,-1.5,-3.7,-6.9,-8.1,77.4,87.5,93.7,91.4,3.8,4.3,3.9,3.9,1034.8,54,23
6,-1.9,-3.9,-6.9,-8.0,83.4,91.7,93.0,90.9,3.4,4.0,4.0,4.0,1033.0,55,2
9,-1.9,-4.0,-6.9,-8.0,84.0,93.4,92.6,91.7,3.7,4.3,4.2,4.2,1032.5,55,5
12,-1.7,-3.9,-6.9,-8.0,83.1,92.2,91.8,90.4,3.7,4.1,3.6,3.6,1033.2,55,8
15,-0.3,-3.1,-6.6,-7.8,74.0,83.8,97.2,91.5,3.4,4.0,3.6,3.6,1033.3,55,11
18,0.7,-2.0,-5.8,-7.4,68.4,76.4,95.5,96.6,3.9,4.7,4.4,4.4,1031.1,55,14
21,1.2,-1.0,-4.9,-6.8,64.2,69.6,89.0,98.1,3.6,4.4,4.5,4.5,1030.5,55,17
24,-0.7,-1.0,-4.7,-6.7,75.0,67.3,82.3,91.9,3.5,5.2,6.0,6.0,1031.4,55,20
27,-2.3,-1.0,-4.5,-6.2,83.2,64.5,74.3,80.4,2.3,4.0,6.1,6.1,1031.3,55,23
30,-3.2,-1.2,-4.4,-5.8,86.1,62.8,68.2,67.0,3.0,5.2,6.0,6.0,1031.3,56,2
33,-3.8,-1.6,-4.4,-5.4,86.4,61.1,61.8,54.8,3.7,5.6,7.4,7.4,1030.7,56,5
36,-1.8,-1.8,-4.3,-5.1,74.9,58.6,57.0,47.4,2.8,4.6,6.7,6.7,1031.9,56,8
39,3.6,0.2,-3.8,-4.4,47.8,53.1,62.1,42.4,2.4,2.7,4.2,4.2,1032.2,56,11
42,6.0,2.9,-1.3,-3.2,43.3,45.8,57.4,59.9,2.3,2.6,3.0,3.0,1029.2,56,14
