fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.2,4.1,0.8,-0.6,83.5,66.2,72.4,68.7,2.2,4.6,2.6,2.6,1027.2,11,20
3,0.6,3.8,0.9,-0.3,89.6,68.1,69.6,65.7,2.6,5.7,4.2,4.2,1027.1,11,23
6,-0.3,3.5,1.2,-0.1,91.7,69.4,67.6,68.6,2.7,5.7,4.2,4.2,1026.5,12,2
9,-0.9,2.8,1.2,0.0,92.4,70.3,66.9,69.8,2.6,5.3,3.4,3.4,1025.6,12,5
12,-0.2,2.2,1.4,0.4,88.6,66.7,65.1,66.1,2.4,6.6,3.2,3.2,1025.6,12,8
15,6.8,4.1,1.8,1.1,56.6,62.0,60.6,58.3,2.8,4.1,4.0,4.0,1025.6,12,11
18,9.9,7.6,3.4,1.6,46.3,48.6,60.4,64.0,1.9,2.2,3.0,3.0,1023.1,12,14
21,7.7,8.3,4.5,2.5,59.7,47.4,56.7,60.5,1.6,1.2,3.6,3.6,1023.0,12,17
24,3.8,8.1,4.7,2.9,72.6,48.4,56.5,62.0,1.8,3.0,7.0,7.0,1024.1,12,20
27,3.4,6.5,3.9,2.1,77.3,59.3,65.4,71.3,3.1,9.3,13.2,13.2,1025.6,12,23
30,2.6,2.1,1.3,0.2,82.3,80.8,51.1,50.6,4.9,11.2,15.1,15.1,1027.6,13,2
33,0.8,-0.1,-2.8,-2.4,78.9,78.5,64.9,28.7,4.5,10.1,12.8,12.8,1029.7,13,5
36,-0.1,-2.0,-3.9,-4.2,64.6,65.9,36.5,21.5,4.3,8.2,12.6,12.6,1032.2,13,8
39,2.8,-0.6,-4.6,-5.4,38.0,42.7,44.7,19.1,2.6,3.9,6.7,6.7,1033.5,13,11
42,4.8,1.7,-2.4,-4.5,28.5,29.6,37.7,42.0,1.7,2.5,2.8,2.8,1030.9,13,14
