fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-1.7,-2.9,-6.7,-8.6,50.0,46.4,54.6,58.4,4.2,5.8,6.8,6.8,1032.5
3,-1.8,-3.3,-6.9,-8.7,46.3,43.1,46.2,48.9,5.0,7.2,9.0,9.0,1034.1
6,-4.0,-3.7,-6.9,-8.6,58.9,41.9,45.6,49.9,3.8,5.5,7.8,7.8,1033.5
9,-4.7,-4.1,-7.1,-8.8,65.1,43.2,47.6,49.3,3.0,4.3,6.5,6.5,1032.3
12,-3.9,-4.3,-7.4,-9.0,63.3,43.9,46.6,42.8,2.7,4.2,5.4,5.4,1033.9
15,0.5,-2.9,-7.0,-8.9,33.4,37.7,49.0,50.2,2.4,2.8,3.1,3.1,1034.4
18,2.5,-0.6,-4.8,-6.8,30.0,32.4,42.0,47.6,2.1,2.3,2.7,2.7,1031.1
21,1.0,0.0,-3.9,-5.9,45.1,31.8,40.4,45.0,2.0,2.1,2.1,2.1,1030.4
24,-2.1,-0.4,-4.0,-5.7,52.9,32.3,39.3,38.5,2.3,2.2,1.2,1.2,1030.8
27,-1.3,-0.7,-4.1,-5.4,55.0,32.8,37.9,30.9,1.4,1.8,1.3,1.3,1031.5
30,-2.5,-0.9,-4.0,-5.0,61.1,33.7,36.6,25.2,2.2,2.0,0.7,0.7,1031.0
33,-3.7,-1.1,-4.0,-4.8,66.0,36.0,36.1,22.6,2.5,2.2,1.2,1.2,1030.0
36,-2.7,-1.2,-3.6,-4.2,62.0,38.2,33.2,19.4,3.1,3.6,1.3,1.3,1030.9
39,3.6,0.5,-3.0,-3.5,34.5,37.9,33.2,19.0,2.1,2.1,2.6,2.6,1030.9
42,6.3,3.4,-0.7,-2.7,27.5,28.8,35.4,37.9,1.7,2.5,3.5,3.5,1028.4
