fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.9,4.9,1.2,-0.6,71.6,61.4,74.5,82.0,0.9,1.5,1.7,1.7,1030.6,7,20
3,3.9,4.6,1.1,-0.7,75.1,61.4,74.3,82.2,1.2,2.3,1.5,1.5,1030.2,7,23
6,2.9,4.2,1.0,-0.8,78.2,61.2,74.5,82.5,1.6,3.3,1.3,1.3,1029.9,8,2
9,2.3,3.8,0.8,-0.9,79.9,62.7,74.1,82.2,1.6,3.3,2.0,2.0,1028.6,8,5
12,2.6,3.4,0.6,-1.2,78.7,64.8,72.9,82.0,1.4,3.9,3.6,3.6,1028.9,8,8
15,7.3,4.5,0.7,-1.2,56.2,62.7,72.7,80.2,1.3,2.1,3.5,3.5,1028.9,8,11
18,8.8,6.3,2.2,0.1,50.5,54.0,67.9,76.5,0.4,0.6,1.0,1.0,1026.2,8,14
21,7.4,6.5,2.5,0.5,59.2,53.2,66.1,74.4,0.4,1.2,2.0,2.0,1026.0,8,17
24,6.0,5.9,2.1,0.3,65.7,55.1,68.1,75.2,1.3,3.1,3.1,3.1,1026.2,8,20
27,5.2,5.0,1.4,-0.3,75.7,61.2,73.6,80.2,1.7,4.0,2.6,2.6,1026.7,8,23
30,4.6,4.3,1.0,-0.5,81.7,67.7,78.3,82.5,0.9,3.0,2.0,2.0,1025.8,9,2
33,4.2,3.8,0.8,-0.6,88.3,74.4,80.9,82.6,0.8,0.8,1.5,1.5,1025.0,9,5
36,4.0,3.5,0.7,-0.7,89.6,77.4,79.6,80.9,1.0,0.7,2.3,2.3,1026.0,9,8
39,7.5,4.9,0.9,-0.7,63.3,70.7,83.8,83.3,0.6,1.0,1.7,1.7,1026.2,9,11
42,9.3,7.0,2.9,0.8,52.2,56.1,69.9,77.9,1.2,1.2,0.9,0.9,1023.2,9,14
