fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.2,20.3,18.1,17.0,84.4,66.3,67.8,65.4,2.3,5.7,2.9,2.9,1019.1
3,15.8,19.2,18.4,17.3,90.3,71.7,66.2,64.7,3.0,5.7,3.9,3.9,1019.7
6,14.8,18.6,18.9,17.7,93.6,75.8,63.2,61.2,3.6,4.7,3.7,3.7,1018.9
9,13.9,18.3,19.0,17.8,95.5,77.7,62.3,60.2,2.5,3.4,3.2,3.2,1018.7
12,16.2,18.4,18.9,17.7,89.6,77.3,62.4,59.4,1.7,2.8,2.4,2.4,1019.8
15,23.7,21.4,18.9,17.6,62.0,67.2,62.9,60.7,1.8,2.7,2.4,2.4,1020.1
18,26.1,24.3,19.9,17.8,49.8,52.0,63.5,69.4,2.1,2.7,2.8,2.8,1017.8
21,22.8,24.0,20.1,18.0,61.4,53.1,62.2,67.3,2.0,5.1,5.8,5.8,1017.5
24,19.9,21.7,19.4,17.6,73.2,63.7,66.5,69.9,3.1,8.2,9.1,9.1,1018.9
27,18.2,19.6,19.1,17.6,83.4,74.8,69.9,69.8,3.1,8.2,9.7,9.7,1019.4
30,16.9,17.9,19.1,18.0,92.1,86.1,71.0,66.8,2.9,7.7,8.6,8.6,1019.0
33,16.4,16.6,18.7,17.9,97.2,97.1,72.8,69.5,3.3,7.3,8.8,8.8,1018.7
36,18.0,17.0,18.4,18.1,96.1,99.4,73.9,67.6,4.0,7.1,7.8,7.8,1019.7
39,22.4,20.4,16.9,17.9,74.3,81.4,92.7,73.2,4.8,6.4,5.6,5.6,1019.4
42,25.4,23.8,19.5,17.4,60.7,64.1,78.7,86.0,4.2,4.9,5.8,5.8,1015.9
