fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.1,13.3,9.8,8.1,67.1,42.0,45.6,42.0,3.2,7.4,5.6,5.6,1029.4,330,20
3,7.8,11.5,9.1,7.7,75.7,52.2,47.8,39.8,2.6,9.4,6.2,6.2,1030.5,330,23
6,6.6,9.5,8.5,7.0,83.9,65.1,54.3,49.5,2.8,10.0,8.0,8.0,1030.5,331,2
9,5.7,8.3,7.9,6.5,90.9,75.7,63.3,53.4,2.6,8.8,7.8,7.8,1030.4,331,5
12,7.1,7.5,7.2,6.2,90.4,87.1,66.2,50.4,3.4,10.0,9.1,9.1,1031.8,331,8
15,13.3,10.0,7.0,6.5,66.9,77.6,72.2,39.3,3.8,6.6,11.2,11.2,1032.1,331,11
18,15.7,13.0,8.6,6.6,53.6,58.8,73.4,76.0,4.3,6.5,7.9,7.9,1029.4,331,14
21,13.0,13.1,9.2,7.1,61.6,56.5,67.8,74.6,3.1,8.5,10.1,10.1,1029.3,331,17
24,10.4,11.7,8.9,7.1,70.3,60.1,66.1,71.0,3.7,10.9,12.6,12.6,1030.4,331,20
27,9.1,9.9,8.3,6.8,77.7,71.0,71.5,73.7,4.2,11.7,14.6,14.6,1030.5,331,23
30,8.0,8.7,8.2,7.3,86.5,79.2,72.0,69.5,3.6,10.7,14.0,14.0,1029.6,332,2
33,7.0,8.2,8.4,7.4,92.1,83.6,71.0,68.6,3.1,10.3,12.7,12.7,1029.0,332,5
36,8.1,7.9,8.5,7.5,90.0,89.1,75.3,70.9,3.2,9.5,10.9,10.9,1029.9,332,8
39,14.1,11.0,9.1,8.1,69.1,79.0,75.3,73.1,3.5,5.5,9.9,9.9,1028.9,332,11
42,17.0,14.7,10.5,8.9,58.3,62.9,76.8,75.9,3.0,4.2,4.8,4.8,1025.9,332,14
