fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.1,10.9,8.4,8.0,60.8,40.5,39.3,25.0,3.9,8.1,6.1,6.1,1027.4
3,5.2,9.4,8.9,8.3,73.2,49.8,38.6,32.8,4.7,8.2,7.4,7.4,1027.6
6,3.4,9.2,9.5,8.7,85.2,51.4,37.6,32.4,4.5,6.6,6.6,6.6,1026.3
9,2.0,9.0,9.6,8.5,89.2,51.3,37.8,35.3,4.1,5.5,7.4,7.4,1025.5
12,4.9,9.5,9.6,8.3,80.8,47.5,36.8,34.2,4.1,4.8,4.3,4.3,1026.2
15,12.8,10.7,9.6,8.2,53.2,51.3,37.3,36.2,1.1,2.7,3.8,3.8,1026.0
18,15.2,13.1,9.5,8.1,43.4,44.7,45.5,43.1,1.1,1.3,2.5,2.5,1023.5
21,14.1,13.4,9.8,8.2,54.7,45.2,50.0,49.2,1.7,1.3,0.4,0.4,1023.0
24,11.0,12.8,9.9,8.4,65.2,50.9,48.9,48.7,4.7,3.7,1.4,1.4,1024.0
27,8.7,12.5,10.2,8.6,77.9,54.3,47.1,50.1,2.3,2.3,0.2,0.2,1024.7
30,6.8,12.3,10.1,8.3,85.3,53.2,48.3,55.0,0.8,1.7,3.6,3.6,1024.7
33,5.6,12.0,9.7,7.8,88.1,51.5,54.1,61.8,3.2,4.3,6.5,6.5,1024.8
36,7.9,11.1,9.2,7.5,78.5,54.9,59.7,63.5,4.0,5.5,6.3,6.3,1026.9
39,15.1,12.0,9.1,7.7,55.2,60.6,62.9,62.2,3.5,4.0,5.9,5.9,1027.6
42,17.6,14.8,10.5,8.3,45.0,48.0,59.5,66.2,4.6,4.7,5.0,5.0,1025.8
