fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,9.9,12.3,10.1,10.8,72.0,56.5,52.2,25.1,3.3,9.8,9.3,9.3,1026.1
3,8.7,10.4,9.8,10.4,75.1,63.7,50.4,26.1,3.1,10.1,10.5,10.5,1026.3
6,8.0,8.9,9.3,9.5,80.5,73.7,54.9,34.9,2.9,7.3,9.1,9.1,1026.3
9,7.9,7.5,8.9,9.2,84.2,84.7,61.0,43.0,3.3,8.6,6.9,6.9,1026.1
12,8.3,7.0,7.5,7.5,85.0,90.4,74.2,57.5,2.9,7.8,8.3,8.3,1027.7
15,11.6,8.9,6.1,6.6,71.2,81.8,86.5,67.0,2.9,4.6,7.3,7.3,1028.1
18,12.1,10.3,6.4,5.4,69.3,74.3,89.6,81.3,3.1,4.2,5.0,5.0,1026.2
21,11.2,10.0,6.7,5.3,75.3,76.3,85.7,82.9,2.7,5.6,5.2,5.2,1027.0
24,10.1,9.0,6.8,5.7,78.5,79.4,78.5,77.4,3.1,7.2,5.3,5.3,1028.3
27,9.4,8.1,6.6,5.4,81.7,82.1,75.6,79.3,3.2,6.8,4.7,4.7,1029.3
30,8.6,7.4,5.9,4.7,86.7,80.9,72.9,77.0,3.4,7.9,6.4,6.4,1029.9
33,7.9,6.9,5.0,3.4,86.1,78.3,68.8,76.2,3.2,7.9,9.0,9.0,1030.1
36,7.8,6.5,4.3,2.6,86.4,82.0,75.7,79.6,2.9,7.3,7.7,7.7,1032.4
39,8.6,6.4,3.8,2.0,87.2,88.9,87.2,91.6,2.2,5.6,7.3,7.3,1033.2
42,8.8,6.7,3.5,2.0,86.5,89.2,92.0,94.7,3.2,5.7,6.5,6.5,1031.7
