fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.4,10.9,7.5,5.7,61.8,43.3,49.2,51.1,2.8,6.5,5.7,5.7,1024.7
3,6.7,9.1,7.1,5.7,69.9,52.0,51.3,48.8,2.9,8.3,6.1,6.1,1026.0
6,4.5,7.5,7.2,6.0,79.3,57.0,49.2,42.9,3.1,6.9,4.8,4.8,1025.8
9,3.2,6.2,7.5,6.5,85.1,65.4,46.3,39.4,2.7,6.5,3.5,3.5,1025.4
12,5.5,5.6,7.8,6.9,80.2,70.1,42.9,34.6,2.9,7.3,3.2,3.2,1026.9
15,13.0,9.8,8.3,7.4,56.7,62.0,42.6,32.7,3.5,4.7,6.0,6.0,1026.8
18,16.7,14.2,9.9,8.0,43.2,43.9,51.8,49.2,4.1,4.6,5.2,5.2,1023.3
21,15.7,14.9,10.9,8.9,49.8,43.6,51.6,54.1,3.4,4.7,5.7,5.7,1022.0
24,11.3,13.4,11.0,9.8,65.8,51.9,52.0,48.9,4.1,8.7,5.7,5.7,1022.5
27,10.2,11.4,11.5,10.2,72.2,62.0,51.7,50.7,3.9,7.1,5.3,5.3,1022.5
30,8.7,11.0,11.7,10.2,80.9,64.6,49.3,50.4,2.5,2.8,6.3,6.3,1020.3
33,8.1,11.2,11.4,9.8,83.2,62.9,49.4,53.4,1.9,4.3,9.6,9.6,1019.5
36,10.5,11.4,11.0,9.2,74.1,59.7,48.8,51.9,3.3,7.6,9.4,9.4,1020.4
39,17.1,14.9,11.1,9.6,48.0,49.4,51.8,50.4,4.4,6.1,9.6,9.6,1020.2
42,20.0,18.2,13.8,11.6,39.6,38.6,47.5,52.3,5.0,6.6,8.0,8.0,1017.3
