fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,14.8,14.8,12.8,11.6,89.8,84.5,82.6,85.5,4.4,6.7,10.1,10.1,1018.1
3,14.7,14.5,12.6,11.5,93.7,90.5,88.0,86.5,2.2,4.9,9.4,9.4,1018.7
6,14.6,14.3,12.5,11.5,95.9,95.3,93.2,90.8,3.8,4.0,7.4,7.4,1017.3
9,14.5,14.0,12.1,11.0,97.4,98.5,97.7,96.1,3.6,4.1,4.8,4.8,1016.1
12,14.6,13.9,12.1,11.0,97.0,98.6,97.1,96.5,3.7,3.9,2.7,2.7,1017.0
15,16.0,14.6,11.9,10.8,87.8,92.5,97.7,97.2,4.1,4.7,4.3,4.3,1018.3
18,17.1,15.7,11.9,10.6,78.7,82.8,96.8,97.8,5.5,5.9,6.5,6.5,1017.2
21,16.3,15.6,11.7,10.1,79.2,80.4,95.0,98.8,5.9,6.3,7.8,7.8,1018.3
24,14.9,14.2,10.9,9.5,83.9,85.6,95.4,97.8,6.6,7.2,7.9,7.9,1019.9
27,13.9,13.0,10.3,9.1,88.0,89.8,94.8,96.7,5.8,6.6,8.1,8.1,1020.8
30,13.0,12.2,9.9,8.8,90.5,91.7,94.1,95.6,4.6,5.5,5.5,5.5,1021.2
33,12.1,11.5,9.4,8.3,92.5,93.2,94.9,95.4,4.0,4.6,5.1,5.1,1021.5
36,12.4,11.1,9.1,7.8,89.7,94.2,96.0,96.6,2.8,3.2,2.4,2.4,1022.6
39,15.3,13.0,9.2,7.8,74.4,81.0,95.9,98.7,1.4,1.9,1.6,1.6,1022.8
42,16.6,14.7,10.6,8.8,67.1,71.5,86.5,92.6,1.2,1.8,2.1,2.1,1020.7
