fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.5,8.0,5.4,3.8,80.9,69.3,76.3,82.0,3.8,9.0,6.1,6.1,1025.6
3,5.8,5.8,4.3,3.1,83.5,80.1,82.2,87.1,3.6,10.0,9.1,9.1,1026.9
6,5.4,4.6,3.5,2.7,83.1,85.3,85.6,88.4,3.7,8.9,9.9,9.9,1027.0
9,4.5,3.5,2.2,1.9,85.3,89.4,89.8,90.0,3.7,8.3,10.8,10.8,1026.7
12,4.5,2.7,0.7,0.9,81.6,89.6,93.9,91.9,4.4,8.6,11.8,11.8,1028.7
15,6.3,3.5,0.3,0.3,66.3,76.5,89.6,89.3,5.0,7.8,11.3,11.3,1029.5
18,8.4,5.7,1.5,-0.1,55.7,62.5,79.4,86.8,4.7,6.9,7.9,7.9,1027.2
21,7.6,6.0,2.0,0.0,55.8,58.2,73.0,81.7,4.2,7.7,8.6,8.6,1027.2
24,5.1,4.2,1.2,-0.4,61.4,60.9,69.6,76.7,4.5,10.0,11.3,11.3,1028.2
27,3.4,2.3,0.1,-0.9,66.3,67.8,73.3,77.6,4.7,10.4,13.3,13.3,1028.4
30,1.7,0.5,-0.9,-0.9,72.4,75.4,78.4,78.7,4.7,9.9,13.2,13.2,1028.8
33,1.2,-0.2,-1.2,-0.3,73.1,77.0,75.8,70.9,4.5,9.9,13.6,13.6,1027.8
36,1.8,0.1,-1.2,-0.1,72.4,77.5,77.8,65.6,3.3,10.3,14.8,14.8,1028.6
39,4.9,2.2,-0.5,0.4,63.7,72.6,82.3,75.0,4.7,7.3,14.0,14.0,1028.2
42,8.0,5.6,1.4,0.7,56.5,62.7,79.5,81.2,4.3,6.5,8.1,8.1,1024.3
