fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.7,3.4,0.2,-0.9,77.1,80.5,86.6,88.7,4.5,5.4,5.5,5.5,1025.2
3,3.9,2.7,0.3,-0.6,79.9,81.7,82.6,84.9,4.0,4.5,3.1,3.1,1025.4
6,3.0,2.3,0.1,-0.8,83.4,82.8,84.2,82.4,4.8,5.5,3.9,3.9,1024.9
9,2.8,1.8,-0.6,-1.7,84.9,86.5,89.0,87.1,5.2,7.6,9.8,9.8,1024.9
12,3.1,1.3,-1.3,-1.9,84.9,91.8,97.2,97.4,6.0,7.0,8.3,8.3,1025.8
15,4.0,1.7,-1.7,-2.7,79.6,88.7,99.8,99.8,7.3,8.3,8.8,8.8,1027.1
18,3.8,1.6,-1.9,-3.1,78.6,86.6,99.8,99.9,8.6,9.6,10.5,10.5,1026.7
21,2.9,1.0,-2.2,-3.4,83.6,90.3,99.0,99.5,8.2,9.2,12.3,12.3,1028.6
24,2.4,0.5,-2.5,-3.4,86.2,93.6,99.8,99.4,6.5,7.9,11.6,11.6,1031.1
27,2.0,-0.0,-2.9,-3.4,87.6,94.3,97.8,96.5,6.8,8.2,10.7,10.7,1032.6
30,1.2,-0.4,-2.9,-3.0,85.3,86.5,81.5,77.2,5.0,7.0,10.6,10.6,1033.3
33,-0.4,-1.3,-2.7,-2.9,85.7,79.5,64.6,49.0,5.1,7.4,10.1,10.1,1032.3
36,0.0,-2.0,-2.7,-3.1,76.5,73.9,48.9,32.1,3.3,6.5,8.9,8.9,1034.4
39,3.8,0.2,-2.7,-3.1,53.7,60.7,33.0,17.3,2.0,2.8,6.6,6.6,1034.8
42,6.8,3.4,-0.7,-2.7,37.8,39.0,47.7,48.5,3.0,3.6,4.3,4.3,1031.3
