fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.5,17.1,16.6,15.4,82.7,73.9,59.5,51.1,9.4,8.2,9.4,9.4,1011.5,88,20
3,14.9,16.2,17.9,16.6,84.9,77.7,43.4,37.3,8.2,7.7,10.4,10.4,1012.1,88,23
6,14.2,15.5,18.3,17.8,83.7,77.1,36.2,27.1,8.3,7.0,12.8,12.8,1010.3,89,2
9,14.5,15.8,18.4,18.4,78.6,73.7,42.9,35.4,7.3,6.1,15.3,15.3,1009.1,89,5
12,17.8,17.5,18.7,19.2,71.4,69.8,46.1,36.6,7.2,5.7,14.0,14.0,1009.8,89,8
15,24.1,23.0,20.0,20.2,55.0,54.7,47.4,32.1,5.3,5.2,11.4,11.4,1009.6,89,11
18,27.0,26.4,22.0,20.4,46.9,45.3,52.4,50.7,5.1,5.3,7.4,7.4,1007.5,89,14
21,25.1,25.6,22.8,21.3,57.0,52.2,46.4,44.3,7.6,5.6,8.1,8.1,1007.0,89,17
24,19.6,21.5,22.3,21.2,70.1,63.2,43.5,38.7,9.3,7.1,9.0,9.0,1008.2,89,20
27,17.6,19.4,22.0,21.2,78.5,71.0,39.1,31.1,9.2,7.4,9.2,9.2,1009.5,89,23
30,16.1,18.9,21.9,21.4,79.9,69.0,36.7,27.6,6.2,5.3,11.1,11.1,1009.4,90,2
33,15.1,18.5,21.2,20.6,82.5,68.2,38.6,29.8,4.4,4.0,4.0,4.0,1009.1,90,5
36,18.1,18.5,21.3,20.3,76.4,68.6,36.9,31.7,4.2,4.0,2.1,2.1,1010.9,90,8
39,24.3,23.1,21.7,20.4,58.5,57.8,35.2,32.1,1.9,2.1,0.8,0.8,1011.3,90,11
42,27.4,26.5,22.1,20.3,44.9,42.7,46.9,45.1,3.0,2.8,2.6,2.6,1009.3,90,14
