fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,0.7,-0.9,-3.5,-4.4,90.0,94.9,97.0,97.4,3.2,6.6,9.2,9.2,1029.3
3,0.4,-0.9,-3.0,-3.7,91.3,95.0,95.0,95.4,1.8,4.8,7.6,7.6,1030.1
6,0.5,-1.1,-3.1,-3.8,91.3,96.2,97.7,98.3,2.9,6.3,4.5,4.5,1029.9
9,0.4,-1.2,-2.6,-3.6,90.9,95.2,94.3,96.5,2.9,7.6,6.0,6.0,1029.2
12,0.6,-1.2,-2.5,-3.5,88.7,94.1,92.9,93.4,1.7,4.1,4.6,4.6,1031.4
15,2.5,-0.1,-2.4,-3.4,78.6,89.3,95.1,94.5,2.8,3.7,5.0,5.0,1031.9
18,4.4,1.9,-1.8,-3.2,70.0,78.5,93.6,97.1,1.9,2.6,2.5,2.5,1029.3
21,4.4,2.6,-1.2,-2.7,69.5,75.5,91.5,96.1,1.9,2.8,3.0,3.0,1029.2
24,3.1,2.4,-0.8,-2.3,80.4,78.1,87.0,89.7,1.4,3.5,4.9,4.9,1029.4
27,2.5,2.3,-0.6,-2.2,85.9,79.1,84.0,87.1,1.2,3.9,6.8,6.8,1029.1
30,2.3,2.3,-0.4,-1.9,87.4,78.9,83.4,87.3,0.9,2.9,6.5,6.5,1028.5
33,2.2,2.2,-0.5,-1.9,86.5,78.3,86.1,92.5,1.7,4.5,6.6,6.6,1027.1
36,2.6,1.9,-0.4,-1.7,83.4,79.2,87.4,93.7,2.1,5.1,6.9,6.9,1028.0
39,5.3,2.8,-0.2,-1.3,71.3,79.2,86.8,92.4,2.1,3.1,6.7,6.7,1027.8
42,5.8,3.8,0.1,-1.3,71.2,76.7,91.9,96.0,2.2,2.6,3.5,3.5,1025.2
