fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.8,5.6,2.6,1.0,77.9,70.2,77.0,79.1,4.1,7.1,6.0,6.0,1023.7
3,2.7,4.0,1.8,0.6,89.9,79.1,79.4,74.3,3.9,6.9,6.5,6.5,1025.6
6,1.2,2.7,0.7,0.4,93.8,86.7,86.9,76.9,2.2,5.5,5.6,5.6,1024.3
9,1.5,2.6,0.4,-0.8,93.7,88.2,94.9,93.5,4.1,4.9,5.4,5.4,1023.7
12,2.9,2.6,0.6,-0.9,88.8,88.9,95.6,98.6,5.0,5.7,4.5,4.5,1026.2
15,6.0,3.7,0.9,-0.5,75.6,85.3,92.3,95.6,5.1,5.8,7.8,7.8,1027.1
18,7.6,5.7,1.8,0.0,64.8,70.0,85.0,91.1,5.2,5.8,6.8,6.8,1025.8
21,7.1,5.8,2.0,0.1,65.1,66.1,77.8,84.5,7.5,8.6,10.1,10.1,1027.7
24,4.8,3.3,-0.2,-1.6,67.0,72.5,82.6,87.5,10.1,11.9,14.3,14.3,1031.5
27,1.7,-0.5,-4.0,-4.7,69.9,76.3,85.1,83.8,7.8,10.7,13.4,13.4,1035.9
30,-1.7,-3.8,-5.7,-6.4,64.8,68.0,54.0,48.5,7.1,8.7,11.5,11.5,1039.2
33,-3.7,-5.7,-7.6,-8.5,62.6,65.5,50.8,43.3,7.1,9.4,12.1,12.1,1040.4
36,-4.4,-7.0,-9.2,-10.6,61.0,65.2,56.1,46.9,5.6,8.1,12.2,12.2,1042.3
39,-1.3,-5.6,-9.6,-11.6,35.8,44.1,58.0,64.9,7.1,8.1,9.0,9.0,1042.6
42,-0.4,-4.5,-8.5,-10.5,27.4,31.7,41.9,49.1,7.7,8.7,9.2,9.2,1039.8
