fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.1,6.3,3.4,2.8,93.1,94.2,98.5,98.1,7.8,8.2,10.3,10.3,1018.5
3,5.7,4.8,2.2,2.2,93.2,94.2,98.4,98.4,8.7,9.4,12.8,12.8,1019.4
6,5.1,4.0,1.3,0.6,93.5,95.0,99.6,99.5,8.9,10.0,14.3,14.3,1022.0
9,4.1,2.8,0.1,-0.7,92.9,95.9,99.4,98.9,8.9,10.2,14.8,14.8,1023.5
12,3.2,1.6,-1.2,-1.8,92.1,96.7,99.6,98.6,7.0,9.5,13.8,13.8,1026.5
15,3.3,1.3,-1.9,-2.9,85.7,92.4,99.1,98.4,7.8,9.1,10.6,10.6,1028.8
18,3.3,1.2,-2.5,-3.0,76.7,84.0,96.5,91.0,7.6,8.1,9.8,9.8,1027.5
21,3.5,1.6,-2.1,-3.0,63.0,69.2,77.1,61.8,6.0,6.8,9.9,9.9,1028.7
24,3.5,2.4,-1.1,-2.8,57.1,54.6,58.3,59.6,4.6,6.3,10.1,10.1,1030.1
27,3.0,2.4,-0.9,-2.8,58.2,51.4,53.6,58.0,5.0,6.7,10.0,10.0,1030.6
30,2.2,1.8,-1.4,-3.1,58.7,49.4,45.8,48.5,4.9,6.6,8.6,8.6,1030.8
33,1.7,0.6,-2.2,-3.4,52.4,46.7,36.4,36.0,4.9,6.8,9.2,9.2,1030.7
36,0.9,-0.9,-2.4,-3.2,52.0,45.8,25.3,28.4,5.1,6.8,8.2,8.2,1032.0
39,4.4,0.9,-2.8,-3.2,39.6,43.1,39.8,22.7,3.3,3.7,5.2,5.2,1032.2
42,7.0,3.8,-0.4,-2.5,34.3,35.8,44.9,48.7,3.4,3.5,4.0,4.0,1029.2
