fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,13.2,16.8,13.0,11.0,62.6,33.3,36.3,39.5,4.3,5.0,5.7,5.7,1026.6,293,20
3,11.4,15.9,12.6,10.6,69.6,33.6,35.4,38.0,4.7,6.0,5.9,5.9,1027.0,293,23
6,10.2,15.0,12.2,10.3,73.5,34.5,35.3,37.4,3.1,5.5,5.6,5.6,1026.1,294,2
9,9.8,14.2,11.7,10.0,74.8,36.3,35.4,38.1,1.7,3.7,4.6,4.6,1025.5,294,5
12,12.6,13.8,11.3,9.6,69.7,38.0,35.2,38.5,1.0,2.0,3.0,3.0,1027.2,294,8
15,18.4,15.6,11.4,9.4,37.0,37.6,42.9,43.0,0.6,0.9,1.8,1.8,1027.4,294,11
18,19.7,17.3,13.0,10.8,32.9,32.2,39.6,43.9,0.7,1.0,1.4,1.4,1024.7,294,14
21,16.9,17.4,13.3,11.1,54.2,32.9,39.3,42.8,0.9,1.5,2.1,2.1,1024.1,294,17
24,12.9,16.7,12.9,10.9,62.5,34.4,39.4,42.1,1.8,2.2,3.1,3.1,1025.1,294,20
27,10.9,16.0,12.5,10.7,71.8,36.8,40.6,40.1,2.4,3.6,3.3,3.3,1024.9,294,23
30,10.1,15.2,12.2,10.6,76.4,41.9,43.2,40.7,1.3,2.5,3.2,3.2,1024.3,295,2
33,9.0,14.5,12.0,10.5,82.7,47.3,46.8,43.3,2.0,2.5,3.0,3.0,1023.8,295,5
36,12.8,14.1,12.1,10.8,71.6,51.6,47.6,41.2,1.7,2.6,3.0,3.0,1024.8,295,8
39,19.1,16.4,12.5,11.2,47.5,50.1,53.6,43.9,1.3,1.3,1.6,1.6,1024.3,295,11
42,20.9,18.7,14.4,12.3,40.6,41.0,49.2,53.7,0.5,0.3,0.2,0.2,1021.8,295,14
