fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.9,6.1,3.0,1.8,54.1,51.8,58.4,51.6,2.5,6.1,5.8,5.8,1024.9,344,20
3,6.4,5.7,3.3,2.1,56.7,53.9,60.0,54.8,2.8,5.7,3.6,3.6,1025.7,344,23
6,5.9,5.3,3.6,2.3,59.3,56.3,62.3,56.1,2.6,5.8,3.4,3.4,1024.8,345,2
9,5.2,4.9,3.6,2.3,62.3,57.9,66.5,62.4,3.3,5.9,3.6,3.6,1024.3,345,5
12,5.5,4.6,3.4,2.4,59.7,56.3,70.5,68.9,3.4,6.6,5.8,5.8,1025.0,345,8
15,7.4,5.4,3.4,2.4,55.9,59.9,73.3,78.0,3.1,4.7,7.6,7.6,1025.4,345,11
18,8.0,6.4,3.2,2.3,59.4,63.2,75.7,84.1,3.5,4.2,7.4,7.4,1023.3,345,14
21,6.6,6.0,2.8,1.7,78.6,68.9,78.1,87.1,4.9,6.7,8.0,8.0,1024.0,345,17
24,5.8,5.1,2.1,1.0,82.8,72.2,79.7,87.6,6.0,8.0,9.2,9.2,1025.3,345,20
27,5.0,4.1,1.1,0.0,82.8,73.7,82.8,88.3,5.7,8.1,10.2,10.2,1026.4,345,23
30,4.5,3.4,0.8,-0.1,87.8,81.4,87.7,90.8,5.1,6.1,10.1,10.1,1026.9,346,2
33,4.3,3.1,0.3,-0.5,91.7,87.4,95.6,95.2,5.4,6.8,7.7,7.7,1026.7,346,5
36,4.2,2.7,0.3,-0.8,91.3,88.3,94.5,93.3,5.2,6.2,7.3,7.3,1028.9,346,8
39,6.4,3.7,0.3,-1.0,69.8,79.4,83.9,80.9,4.9,5.2,5.7,5.7,1029.7,346,11
42,8.0,5.5,1.4,-0.5,50.2,56.7,70.9,74.0,3.5,3.9,4.6,4.6,1027.1,346,14
