fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,30.7,32.7,31.3,29.2,54.2,46.6,43.9,47.8,7.3,5.7,9.5,9.5,1009.1
3,30.1,31.3,30.5,28.5,55.5,51.1,47.4,51.0,6.2,5.6,11.3,11.3,1009.5
6,29.0,30.2,30.2,28.4,59.4,54.8,47.8,50.9,5.9,5.4,11.7,11.7,1008.9
9,27.2,29.3,29.7,28.0,67.4,57.9,48.9,51.8,3.0,3.1,7.3,7.3,1009.7
12,30.2,29.6,29.4,27.6,60.1,58.8,50.2,53.4,3.1,3.2,5.7,5.7,1011.0
15,36.0,34.5,29.8,27.6,41.9,42.7,51.6,56.0,2.7,3.1,4.6,4.6,1010.8
18,37.4,36.4,31.6,29.3,37.6,37.2,45.2,50.3,2.1,2.9,4.1,4.1,1008.3
21,35.6,36.1,32.1,29.8,44.9,38.8,43.2,47.8,0.7,1.0,3.6,3.6,1008.3
24,31.5,33.6,31.4,29.3,53.4,45.3,44.9,48.8,0.9,1.6,4.4,4.4,1009.4
27,29.2,30.1,28.7,27.4,63.1,59.4,56.9,57.1,6.2,5.6,4.8,4.8,1010.7
30,25.9,25.4,23.6,24.0,79.8,81.5,82.4,75.4,9.0,8.7,9.9,9.9,1012.1
33,22.7,21.6,18.0,18.2,82.1,85.8,99.5,98.3,10.4,9.7,12.0,12.0,1014.6
36,19.4,17.8,13.7,13.5,77.5,82.7,98.9,98.6,10.1,10.6,13.7,13.7,1019.4
39,18.4,16.2,12.1,11.0,72.6,79.6,97.0,98.5,8.7,9.7,11.6,11.6,1022.0
42,18.0,15.9,11.6,9.9,67.2,74.0,91.8,97.8,8.7,9.2,10.9,10.9,1021.4
