fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.3,12.7,9.5,7.9,64.8,55.0,63.8,66.1,3.8,6.6,6.2,6.2,1028.1
3,11.2,12.2,9.3,7.8,65.6,53.0,57.3,58.6,3.1,6.4,6.2,6.2,1028.6
6,9.7,11.1,8.9,7.6,72.8,58.7,59.3,56.7,2.8,6.6,5.7,5.7,1028.0
9,9.1,10.1,8.6,7.6,79.0,66.1,60.1,49.6,2.1,6.3,5.0,5.0,1027.9
12,10.7,9.9,8.2,7.3,73.4,63.1,54.0,40.2,2.6,6.0,6.3,6.3,1029.5
15,15.9,12.6,8.4,7.3,40.5,45.3,52.2,34.4,3.1,4.2,5.6,5.6,1029.0
18,17.6,14.9,10.6,8.5,32.9,34.6,42.9,47.4,2.2,3.4,4.1,4.1,1026.0
21,14.6,15.1,11.0,8.9,45.6,35.3,43.0,47.2,2.1,4.3,5.0,5.0,1025.7
24,11.7,14.4,10.7,9.0,55.3,37.5,43.4,42.7,2.5,6.6,6.6,6.6,1026.3
27,10.3,13.3,10.5,9.3,62.9,44.4,47.2,40.8,3.5,7.7,8.5,8.5,1025.9
30,9.3,12.2,10.6,9.8,72.4,54.3,51.3,38.1,2.8,7.2,9.4,9.4,1024.6
33,9.0,10.9,10.6,10.2,78.5,65.1,54.7,40.4,3.2,7.7,8.4,8.4,1023.9
36,11.2,10.5,11.2,10.8,74.3,71.3,50.6,39.3,4.3,7.6,7.7,7.7,1024.8
39,17.3,14.5,12.2,12.0,51.3,57.1,43.9,31.8,4.7,5.2,5.8,5.8,1023.7
42,20.1,17.9,13.7,12.2,40.7,42.4,50.3,43.5,4.2,4.4,5.0,5.0,1019.8
