fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.5,13.1,9.7,8.2,70.6,43.0,45.3,38.5,2.3,6.5,5.7,5.7,1023.1,315,20
3,8.5,12.3,9.3,7.6,75.1,42.0,41.8,38.1,2.0,4.3,5.1,5.1,1025.1,315,23
6,7.9,12.0,9.2,7.7,80.4,40.5,39.5,34.1,2.0,2.9,4.7,4.7,1025.0,316,2
9,6.0,11.6,9.3,7.8,86.7,41.9,36.7,30.9,2.2,2.1,4.0,4.0,1024.4,316,5
12,8.4,11.2,9.1,7.8,80.2,44.9,37.3,31.7,1.5,3.7,3.4,3.4,1025.4,316,8
15,15.3,12.8,9.4,8.0,47.5,48.3,43.2,37.3,2.2,3.2,4.0,4.0,1025.0,316,11
18,16.8,14.9,10.6,8.6,40.3,39.2,47.3,50.5,2.0,2.6,3.3,3.3,1022.0,316,14
21,13.7,14.7,10.9,8.9,57.8,41.3,47.6,51.9,1.9,3.0,3.8,3.8,1021.5,316,17
24,10.8,13.8,10.7,8.9,65.6,42.3,44.8,48.2,2.0,4.6,4.4,4.4,1022.6,316,20
27,9.8,12.7,10.3,8.7,68.3,43.2,43.2,46.1,2.3,6.0,5.7,5.7,1022.6,316,23
30,7.7,12.2,10.1,8.5,75.7,43.8,39.5,43.7,2.5,5.8,6.1,6.1,1021.8,317,2
33,6.3,11.8,10.0,8.2,81.2,45.1,38.9,40.3,2.4,4.7,5.0,5.0,1021.5,317,5
36,8.7,11.4,9.8,8.2,75.6,47.5,40.2,40.4,1.6,3.4,4.1,4.1,1022.2,317,8
39,15.9,13.6,10.0,8.5,46.5,47.1,41.8,39.6,2.4,3.7,6.1,6.1,1021.8,317,11
42,17.6,16.0,11.7,9.5,37.4,35.7,43.7,48.5,3.3,4.5,5.6,5.6,1019.1,317,14
