fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.0,16.8,13.6,11.8,76.4,63.1,72.7,79.0,3.6,4.6,3.4,3.4,1022.4
3,13.9,15.2,13.4,11.8,81.6,70.5,74.4,81.4,5.6,7.6,4.0,4.0,1023.4
6,13.5,14.7,13.4,11.8,84.1,75.3,80.4,86.5,4.3,6.5,5.0,5.0,1022.6
9,12.9,14.1,13.3,11.8,88.7,80.7,83.9,86.6,4.3,5.9,3.7,3.7,1022.1
12,14.6,13.6,12.9,11.6,83.3,85.5,85.3,87.4,3.6,4.6,4.3,4.3,1023.3
15,19.7,17.0,13.0,11.5,64.0,71.4,85.0,86.7,1.4,1.8,2.5,2.5,1023.0
18,21.1,19.1,14.8,12.7,56.4,60.5,74.1,82.1,2.8,3.1,3.6,3.6,1021.3
21,19.7,19.1,15.0,12.9,63.1,61.5,73.5,80.3,4.5,5.0,5.4,5.4,1021.7
24,16.6,17.6,14.8,12.9,78.3,70.3,72.8,77.9,5.6,7.8,6.4,6.4,1022.7
27,15.2,16.4,14.4,12.6,85.8,75.9,74.1,78.7,4.8,7.5,6.5,6.5,1023.3
30,13.8,15.0,13.7,12.2,92.3,83.0,77.0,79.9,5.4,7.8,6.5,6.5,1023.1
33,12.6,14.0,13.2,11.7,95.2,85.6,76.1,79.2,3.4,6.4,7.8,7.8,1022.9
36,14.3,13.2,12.2,10.7,88.6,90.0,75.3,78.2,4.1,6.9,9.0,9.0,1024.7
39,19.3,16.4,12.1,10.3,60.3,68.2,82.8,84.2,3.9,5.6,6.5,6.5,1024.9
42,20.9,18.7,14.3,12.1,48.0,50.9,63.1,70.4,5.2,6.5,7.4,7.4,1022.0
