fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,13.7,16.0,12.2,10.1,65.0,44.3,52.0,57.6,2.0,6.0,5.4,5.4,1027.2,296,20
3,12.8,15.2,12.0,10.0,69.9,49.5,53.7,59.4,1.8,6.1,5.0,5.0,1026.8,296,23
6,11.5,14.4,11.8,10.0,77.5,54.5,56.7,62.2,1.9,4.9,3.6,3.6,1026.5,297,2
9,10.7,13.3,11.6,9.8,82.9,62.1,60.2,65.4,1.7,4.5,2.8,2.8,1026.3,297,5
12,12.8,13.0,11.5,9.8,79.9,66.1,62.2,67.0,1.4,4.1,2.5,2.5,1026.8,297,8
15,18.0,15.3,11.6,10.1,60.6,64.4,67.8,68.1,0.9,1.1,2.0,2.0,1026.5,297,11
18,19.6,17.4,13.2,11.0,51.3,52.2,63.4,69.9,1.1,0.7,1.1,1.1,1023.9,297,14
21,17.4,17.6,13.5,11.5,67.2,51.0,60.3,66.1,1.5,1.0,1.3,1.3,1023.5,297,17
24,13.9,16.7,13.2,11.2,76.7,54.9,62.1,67.9,0.8,1.0,2.3,2.3,1024.5,297,20
27,12.3,15.5,12.8,10.9,82.3,59.2,65.0,71.5,1.6,1.4,3.1,3.1,1024.9,297,23
30,11.1,14.3,12.4,10.5,85.4,61.9,64.4,72.7,1.9,5.3,4.2,4.2,1024.6,298,2
33,9.8,13.5,12.2,10.3,89.9,65.5,62.3,71.1,2.0,3.8,4.4,4.4,1024.1,298,5
36,12.6,13.3,12.1,10.2,82.9,66.0,60.7,70.9,1.5,2.3,2.9,2.9,1025.4,298,8
39,18.5,15.9,12.3,10.4,58.2,60.9,62.2,68.5,1.6,2.2,3.2,3.2,1024.6,298,11
42,19.9,17.8,13.5,11.3,50.9,51.5,63.7,71.3,1.9,2.9,3.6,3.6,1021.7,298,14
